parcel_id,farmer_name,season,year,total_rainfall_mm,rainy_days,avg_temperature_c,max_temperature_c,min_temperature_c,avg_humidity_percent,avg_wind_speed_kmph,solar_radiation_mj,evapotranspiration_mm,drought_risk
AP_ANP_00207_C3,Lakshmi Reddy,Kharif,2025,359.4,5,31.4,38.3,28.6,56.5,14.2,12.9,287.1,
AP_ANP_00207_C1,Ramesh Kumar,Rabi,2025,112.5,40,18.1,22.6,13.4,62.9,11.6,29.7,110.4,
AP_ANP_00207_C2,Suresh Naidu,Rabi,2025,112.5,40,18.1,22.6,13.4,62.9,11.6,29.7,110.4,
AP_ANP_00207_C3,Lakshmi Reddy,Rabi,2025,112.5,40,18.1,22.6,13.4,62.9,11.6,29.7,110.4,
AP_ANP_00207_C1,Ramesh Kumar,Summer,2025,68.1,40,38.6,44.7,36.2,41.3,11.9,25.3,102.7,
AP_ANP_00207_C2,Suresh Naidu,Summer,2025,68.1,40,38.6,44.7,36.2,41.3,11.9,25.3,102.7,
AP_ANP_00207_C3,Lakshmi Reddy,Summer,2025,68.1,40,38.6,44.7,36.2,41.3,11.9,25.3,102.7,
AP_ANP_00208_C1,Subba Rao,Kharif,2025,586.6,33,24.3,27.6,21.5,80.3,17.3,13.3,99.8,
AP_ANP_00208_C2,Ramesh Kumar,Kharif,2025,586.6,33,24.3,27.6,21.5,80.3,17.3,13.3,99.8,
AP_ANP_00208_C3,Suresh Naidu,Kharif,2025,586.6,33,24.3,27.6,21.5,80.3,17.3,13.3,99.8,
AP_ANP_00208_C1,Subba Rao,Rabi,2025,65.2,5,25.4,27.9,19.1,56.3,7.1,25.7,230.6,
AP_ANP_00208_C2,Ramesh Kumar,Rabi,2025,65.2,5,25.4,27.9,19.1,56.3,7.1,25.7,230.6,
AP_ANP_00208_C3,Suresh Naidu,Rabi,2025,65.2,5,25.4,27.9,19.1,56.3,7.1,25.7,230.6,
AP_ANP_00208_C1,Subba Rao,Summer,2025,0.7,39,36.1,44.0,28.4,24.9,15.0,16.3,67.0,
AP_ANP_00208_C2,Ramesh Kumar,Summer,2025,0.7,39,36.1,44.0,28.4,24.9,15.0,16.3,67.0,
AP_ANP_00208_C3,Suresh Naidu,Summer,2025,0.7,39,36.1,44.0,28.4,24.9,15.0,16.3,67.0,
AP_ANP_00209_C1,Vijayalakshmi,Kharif,2025,376.8,41,26.7,29.2,20.2,70.2,3.2,23.6,95.7,
AP_ANP_00209_C2,Subba Rao,Kharif,2025,376.8,41,26.7,29.2,20.2,70.2,3.2,23.6,95.7,
AP_ANP_00209_C3,Ramesh Kumar,Kharif,2025,376.8,41,26.7,29.2,20.2,70.2,3.2,23.6,95.7,
AP_ANP_00209_C1,Vijayalakshmi,Rabi,2025,50.2,14,25.6,30.1,21.6,69.8,13.4,25.8,126.0,
AP_ANP_00209_C2,Subba Rao,Rabi,2025,50.2,14,25.6,30.1,21.6,69.8,13.4,25.8,126.0,
AP_ANP_00209_C3,Ramesh Kumar,Rabi,2025,50.2,14,25.6,30.1,21.6,69.8,13.4,25.8,126.0,
AP_ANP_00209_C1,Vijayalakshmi,Summer,2025,81.2,25,33.5,41.0,26.4,35.6,3.8,13.9,192.2,
AP_ANP_00209_C2,Subba Rao,Summer,2025,81.2,25,33.5,41.0,26.4,35.6,3.8,13.9,192.2,
AP_ANP_00209_C3,Ramesh Kumar,Summer,2025,81.2,25,33.5,41.0,26.4,35.6,3.8,13.9,192.2,
AP_ANP_00210_C1,Narasimha Rao,Kharif,2025,462.6,17,28.6,34.0,26.6,66.9,6.9,21.3,230.6,
AP_ANP_00210_C2,Ravi Teja,Kharif,2025,462.6,17,28.6,34.0,26.6,66.9,6.9,21.3,230.6,
AP_ANP_00210_C3,Bhavani S,Kharif,2025,462.6,17,28.6,34.0,26.6,66.9,6.9,21.3,230.6,
AP_ANP_00210_C1,Narasimha Rao,Rabi,2025,42.6,4,24.6,26.9,21.2,61.4,10.4,17.6,95.4,
AP_ANP_00210_C2,Ravi Teja,Rabi,2025,42.6,4,24.6,26.9,21.2,61.4,10.4,17.6,95.4,
AP_ANP_00210_C3,Bhavani S,Rabi,2025,42.6,4,24.6,26.9,21.2,61.4,10.4,17.6,95.4,
AP_ANP_00210_C1,Narasimha Rao,Summer,2025,50.4,26,33.9,39.2,30.1,29.0,9.8,14.9,126.0,
AP_ANP_00210_C2,Ravi Teja,Summer,2025,50.4,26,33.9,39.2,30.1,29.0,9.8,14.9,126.0,
AP_ANP_00210_C3,Bhavani S,Summer,2025,50.4,26,33.9,39.2,30.1,29.0,9.8,14.9,126.0,
AP_ANP_00211_C1,Anuradha V,Kharif,2025,498.4,21,27.0,29.7,21.1,82.0,15.5,22.4,211.6,
AP_ANP_00211_C2,Narasimha Rao,Kharif,2025,498.4,21,27.0,29.7,21.1,82.0,15.5,22.4,211.6,
AP_ANP_00211_C3,Ravi Teja,Kharif,2025,498.4,21,27.0,29.7,21.1,82.0,15.5,22.4,211.6,
AP_ANP_00211_C1,Anuradha V,Rabi,2025,79.6,39,24.3,26.8,17.1,41.0,10.5,17.3,116.3,
AP_ANP_00211_C2,Narasimha Rao,Rabi,2025,79.6,39,24.3,26.8,17.1,41.0,10.5,17.3,116.3,
AP_ANP_00211_C3,Ravi Teja,Rabi,2025,79.6,39,24.3,26.8,17.1,41.0,10.5,17.3,116.3,
AP_ANP_00211_C1,Anuradha V,Summer,2025,43.2,17,42.0,44.6,39.1,27.7,16.2,21.5,166.8,
AP_ANP_00211_C2,Narasimha Rao,Summer,2025,43.2,17,42.0,44.6,39.1,27.7,16.2,21.5,166.8,
AP_ANP_00211_C3,Ravi Teja,Summer,2025,43.2,17,42.0,44.6,39.1,27.7,16.2,21.5,166.8,
AP_ANP_00212_C1,Krishna Murthy,Kharif,2025,292.7,21,30.5,36.3,28.0,81.0,4.7,12.9,114.4,
AP_ANP_00212_C2,Anuradha V,Kharif,2025,292.7,21,30.5,36.3,28.0,81.0,4.7,12.9,114.4,
AP_ANP_00212_C3,Narasimha Rao,Kharif,2025,292.7,21,30.5,36.3,28.0,81.0,4.7,12.9,114.4,
AP_ANP_00212_C1,Krishna Murthy,Rabi,2025,37.6,24,21.1,28.0,13.3,51.6,9.8,21.1,193.0,
AP_ANP_00212_C2,Anuradha V,Rabi,2025,37.6,24,21.1,28.0,13.3,51.6,9.8,21.1,193.0,
AP_ANP_00212_C3,Narasimha Rao,Rabi,2025,37.6,24,21.1,28.0,13.3,51.6,9.8,21.1,193.0,
AP_ANP_00212_C1,Krishna Murthy,Summer,2025,93.2,40,40.3,48.3,36.7,26.0,7.2,28.8,56.2,
AP_ANP_00212_C2,Anuradha V,Summer,2025,93.2,40,40.3,48.3,36.7,26.0,7.2,28.8,56.2,
AP_ANP_00212_C3,Narasimha Rao,Summer,2025,93.2,40,40.3,48.3,36.7,26.0,7.2,28.8,56.2,
AP_ANP_00213_C1,Padma Kumari,Kharif,2025,528.7,32,31.3,35.4,29.2,80.1,4.4,24.3,269.8,
AP_ANP_00213_C2,Krishna Murthy,Kharif,2025,528.7,32,31.3,35.4,29.2,80.1,4.4,24.3,269.8,
AP_ANP_00213_C3,Anuradha V,Kharif,2025,528.7,32,31.3,35.4,29.2,80.1,4.4,24.3,269.8,
AP_ANP_00213_C1,Padma Kumari,Rabi,2025,86.8,2,24.5,32.0,19.9,47.7,3.6,18.5,256.6,
AP_ANP_00213_C2,Krishna Murthy,Rabi,2025,86.8,2,24.5,32.0,19.9,47.7,3.6,18.5,256.6,
AP_ANP_00213_C3,Anuradha V,Rabi,2025,86.8,2,24.5,32.0,19.9,47.7,3.6,18.5,256.6,
AP_ANP_00213_C1,Padma Kumari,Summer,2025,70.1,3,35.5,40.3,28.8,21.9,17.2,17.0,149.5,
AP_ANP_00213_C2,Krishna Murthy,Summer,2025,70.1,3,35.5,40.3,28.8,21.9,17.2,17.0,149.5,
AP_ANP_00213_C3,Anuradha V,Summer,2025,70.1,3,35.5,40.3,28.8,21.9,17.2,17.0,149.5,
AP_ANP_00214_C1,Srinivas Reddy,Kharif,2025,622.6,4,27.4,32.3,23.3,82.4,13.2,23.9,228.8,
AP_ANP_00214_C2,Padma Kumari,Kharif,2025,622.6,4,27.4,32.3,23.3,82.4,13.2,23.9,228.8,
AP_ANP_00214_C3,Krishna Murthy,Kharif,2025,622.6,4,27.4,32.3,23.3,82.4,13.2,23.9,228.8,
AP_ANP_00214_C1,Srinivas Reddy,Rabi,2025,54.9,17,21.8,24.0,16.2,43.8,16.0,28.0,162.3,
AP_ANP_00214_C2,Padma Kumari,Rabi,2025,54.9,17,21.8,24.0,16.2,43.8,16.0,28.0,162.3,
AP_ANP_00214_C3,Krishna Murthy,Rabi,2025,54.9,17,21.8,24.0,16.2,43.8,16.0,28.0,162.3,
AP_ANP_00214_C1,Srinivas Reddy,Summer,2025,45.9,39,30.9,35.9,25.5,43.5,5.1,28.9,138.0,
AP_ANP_00214_C2,Padma Kumari,Summer,2025,45.9,39,30.9,35.9,25.5,43.5,5.1,28.9,138.0,
AP_ANP_00214_C3,Krishna Murthy,Summer,2025,45.9,39,30.9,35.9,25.5,43.5,5.1,28.9,138.0,
AP_ANP_00215_C1,Venkatesh Rao,Kharif,2025,428.5,9,30.7,38.2,23.8,65.0,14.4,12.9,260.9,
AP_ANP_00215_C2,Srinivas Reddy,Kharif,2025,428.5,9,30.7,38.2,23.8,65.0,14.4,12.9,260.9,
AP_ANP_00215_C3,Padma Kumari,Kharif,2025,428.5,9,30.7,38.2,23.8,65.0,14.4,12.9,260.9,
AP_ANP_00215_C1,Venkatesh Rao,Rabi,2025,76.9,16,22.1,28.2,15.6,56.4,13.9,27.7,97.4,
AP_ANP_00215_C2,Srinivas Reddy,Rabi,2025,76.9,16,22.1,28.2,15.6,56.4,13.9,27.7,97.4,
AP_ANP_00215_C3,Padma Kumari,Rabi,2025,76.9,16,22.1,28.2,15.6,56.4,13.9,27.7,97.4,
AP_ANP_00215_C1,Venkatesh Rao,Summer,2025,40.1,30,41.4,43.5,39.1,33.9,11.6,26.8,131.7,
AP_ANP_00215_C2,Srinivas Reddy,Summer,2025,40.1,30,41.4,43.5,39.1,33.9,11.6,26.8,131.7,
AP_ANP_00215_C3,Padma Kumari,Summer,2025,40.1,30,41.4,43.5,39.1,33.9,11.6,26.8,131.7,
AP_ANP_00216_C1,Lakshmi Reddy,Kharif,2025,389.8,27,30.0,34.6,26.4,63.2,15.6,24.9,221.7,
AP_ANP_00216_C2,Venkatesh Rao,Kharif,2025,389.8,27,30.0,34.6,26.4,63.2,15.6,24.9,221.7,
AP_ANP_00216_C3,Srinivas Reddy,Kharif,2025,389.8,27,30.0,34.6,26.4,63.2,15.6,24.9,221.7,
AP_ANP_00216_C1,Lakshmi Reddy,Rabi,2025,136.1,3,26.3,32.4,19.1,48.5,17.4,23.3,96.0,
AP_ANP_00216_C2,Venkatesh Rao,Rabi,2025,136.1,3,26.3,32.4,19.1,48.5,17.4,23.3,96.0,
AP_ANP_00216_C3,Srinivas Reddy,Rabi,2025,136.1,3,26.3,32.4,19.1,48.5,17.4,23.3,96.0,
AP_ANP_00216_C1,Lakshmi Reddy,Summer,2025,10.6,7,39.8,46.5,37.4,40.3,12.9,26.6,218.2,
AP_ANP_00216_C2,Venkatesh Rao,Summer,2025,10.6,7,39.8,46.5,37.4,40.3,12.9,26.6,218.2,
AP_ANP_00216_C3,Srinivas Reddy,Summer,2025,10.6,7,39.8,46.5,37.4,40.3,12.9,26.6,218.2,
AP_ANP_00217_C1,Suresh Naidu,Kharif,2025,448.9,2,33.5,37.4,25.8,64.0,3.5,22.4,91.6,
AP_ANP_00217_C2,Lakshmi Reddy,Kharif,2025,448.9,2,33.5,37.4,25.8,64.0,3.5,22.4,91.6,
AP_ANP_00217_C3,Venkatesh Rao,Kharif,2025,448.9,2,33.5,37.4,25.8,64.0,3.5,22.4,91.6,
AP_ANP_00217_C1,Suresh Naidu,Rabi,2025,112.6,27,20.1,25.0,18.0,47.1,16.8,29.6,105.6,
AP_ANP_00217_C2,Lakshmi Reddy,Rabi,2025,112.6,27,20.1,25.0,18.0,47.1,16.8,29.6,105.6,
AP_ANP_00217_C3,Venkatesh Rao,Rabi,2025,112.6,27,20.1,25.0,18.0,47.1,16.8,29.6,105.6,
AP_ANP_00217_C1,Suresh Naidu,Summer,2025,20.8,16,39.0,41.9,32.9,28.9,11.9,25.6,127.4,
AP_ANP_00217_C2,Lakshmi Reddy,Summer,2025,20.8,16,39.0,41.9,32.9,28.9,11.9,25.6,127.4,
AP_ANP_00217_C3,Venkatesh Rao,Summer,2025,20.8,16,39.0,41.9,32.9,28.9,11.9,25.6,127.4,
AP_ANP_00218_C1,Ramesh Kumar,Kharif,2025,429.2,19,28.1,36.0,20.7,84.5,3.8,27.0,164.5,
AP_ANP_00218_C2,Suresh Naidu,Kharif,2025,429.2,19,28.1,36.0,20.7,84.5,3.8,27.0,164.5,
AP_ANP_00218_C3,Lakshmi Reddy,Kharif,2025,429.2,19,28.1,36.0,20.7,84.5,3.8,27.0,164.5,
AP_ANP_00218_C1,Ramesh Kumar,Rabi,2025,53.7,16,28.5,31.7,22.8,45.9,6.3,21.8,221.0,
AP_ANP_00218_C2,Suresh Naidu,Rabi,2025,53.7,16,28.5,31.7,22.8,45.9,6.3,21.8,221.0,
AP_ANP_00218_C3,Lakshmi Reddy,Rabi,2025,53.7,16,28.5,31.7,22.8,45.9,6.3,21.8,221.0,
AP_ANP_00218_C1,Ramesh Kumar,Summer,2025,19.0,36,36.3,40.1,33.7,36.4,5.2,13.9,155.7,
AP_ANP_00218_C2,Suresh Naidu,Summer,2025,19.0,36,36.3,40.1,33.7,36.4,5.2,13.9,155.7,
AP_ANP_00218_C3,Lakshmi Reddy,Summer,2025,19.0,36,36.3,40.1,33.7,36.4,5.2,13.9,155.7,
AP_ANP_00219_C1,Subba Rao,Kharif,2025,568.2,44,25.4,31.8,18.4,58.9,11.2,13.6,109.2,
AP_ANP_00219_C2,Ramesh Kumar,Kharif,2025,568.2,44,25.4,31.8,18.4,58.9,11.2,13.6,109.2,
AP_ANP_00219_C3,Suresh Naidu,Kharif,2025,568.2,44,25.4,31.8,18.4,58.9,11.2,13.6,109.2,
AP_ANP_00219_C1,Subba Rao,Rabi,2025,41.4,3,19.5,25.6,13.4,51.0,12.4,16.8,59.8,
AP_ANP_00219_C2,Ramesh Kumar,Rabi,2025,41.4,3,19.5,25.6,13.4,51.0,12.4,16.8,59.8,
AP_ANP_00219_C3,Suresh Naidu,Rabi,2025,41.4,3,19.5,25.6,13.4,51.0,12.4,16.8,59.8,
AP_ANP_00219_C1,Subba Rao,Summer,2025,45.6,10,40.7,45.2,36.6,39.9,5.8,12.1,166.8,
AP_ANP_00219_C2,Ramesh Kumar,Summer,2025,45.6,10,40.7,45.2,36.6,39.9,5.8,12.1,166.8,
AP_ANP_00219_C3,Suresh Naidu,Summer,2025,45.6,10,40.7,45.2,36.6,39.9,5.8,12.1,166.8,
AP_ANP_00220_C1,Ravi Teja,Kharif,2025,524.3,21,26.3,30.0,23.0,59.0,15.9,26.7,162.1,
AP_ANP_00220_C2,Bhavani S,Kharif,2025,524.3,21,26.3,30.0,23.0,59.0,15.9,26.7,162.1,
AP_ANP_00220_C3,Gopal Reddy,Kharif,2025,524.3,21,26.3,30.0,23.0,59.0,15.9,26.7,162.1,
AP_ANP_00220_C1,Ravi Teja,Rabi,2025,83.6,6,20.6,27.2,13.0,42.3,17.1,15.1,268.7,
AP_ANP_00220_C2,Bhavani S,Rabi,2025,83.6,6,20.6,27.2,13.0,42.3,17.1,15.1,268.7,
AP_ANP_00220_C3,Gopal Reddy,Rabi,2025,83.6,6,20.6,27.2,13.0,42.3,17.1,15.1,268.7,
AP_ANP_00220_C1,Ravi Teja,Summer,2025,73.7,10,33.0,36.6,31.0,22.4,5.4,18.3,128.9,
AP_ANP_00220_C2,Bhavani S,Summer,2025,73.7,10,33.0,36.6,31.0,22.4,5.4,18.3,128.9,
AP_ANP_00220_C3,Gopal Reddy,Summer,2025,73.7,10,33.0,36.6,31.0,22.4,5.4,18.3,128.9,
AP_ANP_00221_C1,Narasimha Rao,Kharif,2025,566.5,40,30.8,34.2,24.9,64.0,9.1,22.7,76.9,
AP_ANP_00221_C2,Ravi Teja,Kharif,2025,566.5,40,30.8,34.2,24.9,64.0,9.1,22.7,76.9,
AP_ANP_00221_C3,Bhavani S,Kharif,2025,566.5,40,30.8,34.2,24.9,64.0,9.1,22.7,76.9,
AP_ANP_00221_C1,Narasimha Rao,Rabi,2025,22.2,26,28.9,35.7,26.4,48.1,9.2,24.2,109.2,
AP_ANP_00221_C2,Ravi Teja,Rabi,2025,22.2,26,28.9,35.7,26.4,48.1,9.2,24.2,109.2,
AP_ANP_00221_C3,Bhavani S,Rabi,2025,22.2,26,28.9,35.7,26.4,48.1,9.2,24.2,109.2,
AP_ANP_00221_C1,Narasimha Rao,Summer,2025,8.4,6,39.2,47.1,31.4,42.1,5.5,17.4,75.0,
AP_ANP_00221_C2,Ravi Teja,Summer,2025,8.4,6,39.2,47.1,31.4,42.1,5.5,17.4,75.0,
AP_ANP_00221_C3,Bhavani S,Summer,2025,8.4,6,39.2,47.1,31.4,42.1,5.5,17.4,75.0,
AP_ANP_00222_C1,Anuradha V,Kharif,2025,358.7,31,32.2,34.8,27.8,66.3,9.3,21.3,227.2,
AP_ANP_00222_C2,Narasimha Rao,Kharif,2025,358.7,31,32.2,34.8,27.8,66.3,9.3,21.3,227.2,
AP_ANP_00222_C3,Ravi Teja,Kharif,2025,358.7,31,32.2,34.8,27.8,66.3,9.3,21.3,227.2,
AP_ANP_00222_C1,Anuradha V,Rabi,2025,137.8,3,19.7,22.1,17.4,41.6,4.8,22.5,282.2,
AP_ANP_00222_C2,Narasimha Rao,Rabi,2025,137.8,3,19.7,22.1,17.4,41.6,4.8,22.5,282.2,
AP_ANP_00222_C3,Ravi Teja,Rabi,2025,137.8,3,19.7,22.1,17.4,41.6,4.8,22.5,282.2,
AP_ANP_00222_C1,Anuradha V,Summer,2025,49.7,11,40.1,46.5,37.1,35.6,8.4,23.5,67.7,
AP_ANP_00222_C2,Narasimha Rao,Summer,2025,49.7,11,40.1,46.5,37.1,35.6,8.4,23.5,67.7,
AP_ANP_00222_C3,Ravi Teja,Summer,2025,49.7,11,40.1,46.5,37.1,35.6,8.4,23.5,67.7,
AP_ANP_00223_C1,Krishna Murthy,Kharif,2025,394.6,27,29.3,35.1,22.1,84.9,8.2,19.0,272.8,
AP_ANP_00223_C2,Anuradha V,Kharif,2025,394.6,27,29.3,35.1,22.1,84.9,8.2,19.0,272.8,
AP_ANP_00223_C3,Narasimha Rao,Kharif,2025,394.6,27,29.3,35.1,22.1,84.9,8.2,19.0,272.8,
AP_ANP_00223_C1,Krishna Murthy,Rabi,2025,125.8,35,26.6,31.1,23.7,47.5,4.4,12.3,268.4,
AP_ANP_00223_C2,Anuradha V,Rabi,2025,125.8,35,26.6,31.1,23.7,47.5,4.4,12.3,268.4,
AP_ANP_00223_C3,Narasimha Rao,Rabi,2025,125.8,35,26.6,31.1,23.7,47.5,4.4,12.3,268.4,
AP_ANP_00223_C1,Krishna Murthy,Summer,2025,23.6,31,32.5,37.5,29.5,45.8,17.4,27.3,265.9,
AP_ANP_00223_C2,Anuradha V,Summer,2025,23.6,31,32.5,37.5,29.5,45.8,17.4,27.3,265.9,
AP_ANP_00223_C3,Narasimha Rao,Summer,2025,23.6,31,32.5,37.5,29.5,45.8,17.4,27.3,265.9,
AP_ANP_00224_C1,Padma Kumari,Kharif,2025,412.7,24,31.6,39.3,25.8,59.3,9.5,21.5,99.9,
AP_ANP_00224_C2,Krishna Murthy,Kharif,2025,412.7,24,31.6,39.3,25.8,59.3,9.5,21.5,99.9,
AP_ANP_00224_C3,Anuradha V,Kharif,2025,412.7,24,31.6,39.3,25.8,59.3,9.5,21.5,99.9,
AP_ANP_00224_C1,Padma Kumari,Rabi,2025,117.6,38,27.0,33.4,23.6,44.4,15.2,22.6,102.7,
AP_ANP_00224_C2,Krishna Murthy,Rabi,2025,117.6,38,27.0,33.4,23.6,44.4,15.2,22.6,102.7,
AP_ANP_00224_C3,Anuradha V,Rabi,2025,117.6,38,27.0,33.4,23.6,44.4,15.2,22.6,102.7,
AP_ANP_00224_C1,Padma Kumari,Summer,2025,23.7,27,37.5,43.1,31.1,49.0,3.4,21.7,63.2,
AP_ANP_00224_C2,Krishna Murthy,Summer,2025,23.7,27,37.5,43.1,31.1,49.0,3.4,21.7,63.2,
AP_ANP_00224_C3,Anuradha V,Summer,2025,23.7,27,37.5,43.1,31.1,49.0,3.4,21.7,63.2,
AP_ANP_00225_C1,Srinivas Reddy,Kharif,2025,530.5,14,24.6,32.6,19.7,82.4,10.3,22.2,279.2,
AP_ANP_00225_C2,Padma Kumari,Kharif,2025,530.5,14,24.6,32.6,19.7,82.4,10.3,22.2,279.2,
AP_ANP_00225_C3,Krishna Murthy,Kharif,2025,530.5,14,24.6,32.6,19.7,82.4,10.3,22.2,279.2,
AP_ANP_00225_C1,Srinivas Reddy,Rabi,2025,124.1,28,23.4,29.7,17.7,61.6,4.2,15.9,112.6,
AP_ANP_00225_C2,Padma Kumari,Rabi,2025,124.1,28,23.4,29.7,17.7,61.6,4.2,15.9,112.6,
AP_ANP_00225_C3,Krishna Murthy,Rabi,2025,124.1,28,23.4,29.7,17.7,61.6,4.2,15.9,112.6,
AP_ANP_00225_C1,Srinivas Reddy,Summer,2025,83.2,13,35.6,41.4,30.3,37.0,4.9,18.8,74.8,
AP_ANP_00225_C2,Padma Kumari,Summer,2025,83.2,13,35.6,41.4,30.3,37.0,4.9,18.8,74.8,
AP_ANP_00225_C3,Krishna Murthy,Summer,2025,83.2,13,35.6,41.4,30.3,37.0,4.9,18.8,74.8,
AP_ANP_00226_C1,Venkatesh Rao,Kharif,2025,499.2,10,28.5,31.5,24.1,78.3,16.9,24.8,154.7,
AP_ANP_00226_C2,Srinivas Reddy,Kharif,2025,499.2,10,28.5,31.5,24.1,78.3,16.9,24.8,154.7,
AP_ANP_00226_C3,Padma Kumari,Kharif,2025,499.2,10,28.5,31.5,24.1,78.3,16.9,24.8,154.7,
AP_ANP_00226_C1,Venkatesh Rao,Rabi,2025,87.2,7,19.0,23.2,13.2,69.5,13.7,19.7,126.6,
AP_ANP_00226_C2,Srinivas Reddy,Rabi,2025,87.2,7,19.0,23.2,13.2,69.5,13.7,19.7,126.6,
AP_ANP_00226_C3,Padma Kumari,Rabi,2025,87.2,7,19.0,23.2,13.2,69.5,13.7,19.7,126.6,
AP_ANP_00226_C1,Venkatesh Rao,Summer,2025,96.2,5,41.6,48.3,35.6,30.1,12.2,28.1,69.7,
AP_ANP_00226_C2,Srinivas Reddy,Summer,2025,96.2,5,41.6,48.3,35.6,30.1,12.2,28.1,69.7,
AP_ANP_00226_C3,Padma Kumari,Summer,2025,96.2,5,41.6,48.3,35.6,30.1,12.2,28.1,69.7,
AP_ANP_00227_C1,Lakshmi Reddy,Kharif,2025,382.4,36,26.5,31.7,18.5,84.6,15.0,27.2,208.8,
AP_ANP_00227_C2,Venkatesh Rao,Kharif,2025,382.4,36,26.5,31.7,18.5,84.6,15.0,27.2,208.8,
AP_ANP_00227_C3,Srinivas Reddy,Kharif,2025,382.4,36,26.5,31.7,18.5,84.6,15.0,27.2,208.8,
AP_ANP_00227_C1,Lakshmi Reddy,Rabi,2025,25.4,17,20.5,27.8,12.7,67.8,8.1,18.1,51.8,
AP_ANP_00227_C2,Venkatesh Rao,Rabi,2025,25.4,17,20.5,27.8,12.7,67.8,8.1,18.1,51.8,
AP_ANP_00227_C3,Srinivas Reddy,Rabi,2025,25.4,17,20.5,27.8,12.7,67.8,8.1,18.1,51.8,
AP_ANP_00227_C1,Lakshmi Reddy,Summer,2025,68.0,4,39.9,45.8,33.4,25.1,3.5,14.2,208.3,
AP_ANP_00227_C2,Venkatesh Rao,Summer,2025,68.0,4,39.9,45.8,33.4,25.1,3.5,14.2,208.3,
AP_ANP_00227_C3,Srinivas Reddy,Summer,2025,68.0,4,39.9,45.8,33.4,25.1,3.5,14.2,208.3,
AP_ANP_00228_C1,Suresh Naidu,Kharif,2025,609.6,2,30.2,34.6,22.5,59.0,9.1,25.9,171.0,
AP_ANP_00228_C2,Lakshmi Reddy,Kharif,2025,609.6,2,30.2,34.6,22.5,59.0,9.1,25.9,171.0,
AP_ANP_00228_C3,Venkatesh Rao,Kharif,2025,609.6,2,30.2,34.6,22.5,59.0,9.1,25.9,171.0,
AP_ANP_00228_C1,Suresh Naidu,Rabi,2025,136.7,4,28.9,35.9,22.2,42.6,6.0,26.5,262.5,
AP_ANP_00228_C2,Lakshmi Reddy,Rabi,2025,136.7,4,28.9,35.9,22.2,42.6,6.0,26.5,262.5,
AP_ANP_00228_C3,Venkatesh Rao,Rabi,2025,136.7,4,28.9,35.9,22.2,42.6,6.0,26.5,262.5,
AP_ANP_00228_C1,Suresh Naidu,Summer,2025,28.9,3,41.4,46.6,35.9,21.7,12.7,12.3,290.1,
AP_ANP_00228_C2,Lakshmi Reddy,Summer,2025,28.9,3,41.4,46.6,35.9,21.7,12.7,12.3,290.1,
AP_ANP_00228_C3,Venkatesh Rao,Summer,2025,28.9,3,41.4,46.6,35.9,21.7,12.7,12.3,290.1,
AP_ANP_00229_C1,Ramesh Kumar,Kharif,2025,267.8,42,25.4,27.5,23.1,55.4,12.0,18.2,288.3,
AP_ANP_00229_C2,Suresh Naidu,Kharif,2025,267.8,42,25.4,27.5,23.1,55.4,12.0,18.2,288.3,
AP_ANP_00229_C3,Lakshmi Reddy,Kharif,2025,267.8,42,25.4,27.5,23.1,55.4,12.0,18.2,288.3,
AP_ANP_00229_C1,Ramesh Kumar,Rabi,2025,137.4,21,26.6,32.7,21.6,64.5,14.5,20.7,87.3,
AP_ANP_00229_C2,Suresh Naidu,Rabi,2025,137.4,21,26.6,32.7,21.6,64.5,14.5,20.7,87.3,
AP_ANP_00229_C3,Lakshmi Reddy,Rabi,2025,137.4,21,26.6,32.7,21.6,64.5,14.5,20.7,87.3,
AP_ANP_00229_C1,Ramesh Kumar,Summer,2025,64.8,13,32.1,37.7,29.6,50.5,12.6,25.7,196.2,
AP_ANP_00229_C2,Suresh Naidu,Summer,2025,64.8,13,32.1,37.7,29.6,50.5,12.6,25.7,196.2,
AP_ANP_00229_C3,Lakshmi Reddy,Summer,2025,64.8,13,32.1,37.7,29.6,50.5,12.6,25.7,196.2,
AP_ANP_00230_C1,Bhavani S,Kharif,2025,356.5,21,24.3,29.3,19.6,58.6,14.3,14.4,186.7,
AP_ANP_00230_C2,Gopal Reddy,Kharif,2025,356.5,21,24.3,29.3,19.6,58.6,14.3,14.4,186.7,
AP_ANP_00230_C3,Venkat Ramaiah,Kharif,2025,356.5,21,24.3,29.3,19.6,58.6,14.3,14.4,186.7,
AP_ANP_00230_C1,Bhavani S,Rabi,2025,91.0,43,19.1,26.2,16.5,52.5,4.4,16.7,268.7,
AP_ANP_00230_C2,Gopal Reddy,Rabi,2025,91.0,43,19.1,26.2,16.5,52.5,4.4,16.7,268.7,
AP_ANP_00230_C3,Venkat Ramaiah,Rabi,2025,91.0,43,19.1,26.2,16.5,52.5,4.4,16.7,268.7,
AP_ANP_00230_C1,Bhavani S,Summer,2025,12.9,14,38.6,46.4,31.2,23.5,13.5,13.7,118.5,
AP_ANP_00230_C2,Gopal Reddy,Summer,2025,12.9,14,38.6,46.4,31.2,23.5,13.5,13.7,118.5,
AP_ANP_00230_C3,Venkat Ramaiah,Summer,2025,12.9,14,38.6,46.4,31.2,23.5,13.5,13.7,118.5,
