parcel_id,farmer_name,season,year,NDVI,EVI,SAVI,NDWI,Red,Green,Blue,NIR,SWIR1,SWIR2,cloud_cover_percent,image_source
AP_ANP_00143_C2,Bhavani S,Rabi,2025,0.578,0.74,0.312,0.078,0.044,0.309,0.183,0.47,0.261,0.364,3.91,
AP_ANP_00143_C3,Gopal Reddy,Rabi,2025,0.578,0.74,0.312,0.078,0.044,0.309,0.183,0.47,0.261,0.364,3.91,
AP_ANP_00143_C1,Ravi Teja,Summer,2025,0.528,0.401,0.448,0.08,0.105,0.346,0.159,0.409,0.348,0.448,8.71,
AP_ANP_00143_C2,Bhavani S,Summer,2025,0.528,0.401,0.448,0.08,0.105,0.346,0.159,0.409,0.348,0.448,8.71,
AP_ANP_00143_C3,Gopal Reddy,Summer,2025,0.528,0.401,0.448,0.08,0.105,0.346,0.159,0.409,0.348,0.448,8.71,
AP_ANP_00144_C1,Narasimha Rao,Kharif,2025,0.872,0.183,0.283,0.186,0.158,0.122,0.01,0.795,0.472,0.347,3.36,
AP_ANP_00144_C2,Ravi Teja,Kharif,2025,0.872,0.183,0.283,0.186,0.158,0.122,0.01,0.795,0.472,0.347,3.36,
AP_ANP_00144_C3,Bhavani S,Kharif,2025,0.872,0.183,0.283,0.186,0.158,0.122,0.01,0.795,0.472,0.347,3.36,
AP_ANP_00144_C1,Narasimha Rao,Rabi,2025,0.442,0.584,0.754,0.064,0.162,0.08,0.159,0.427,0.237,0.299,14.37,
AP_ANP_00144_C2,Ravi Teja,Rabi,2025,0.442,0.584,0.754,0.064,0.162,0.08,0.159,0.427,0.237,0.299,14.37,
AP_ANP_00144_C3,Bhavani S,Rabi,2025,0.442,0.584,0.754,0.064,0.162,0.08,0.159,0.427,0.237,0.299,14.37,
AP_ANP_00144_C1,Narasimha Rao,Summer,2025,0.244,0.747,0.301,-0.043,0.038,0.11,0.021,0.455,0.451,0.186,8.88,
AP_ANP_00144_C2,Ravi Teja,Summer,2025,0.244,0.747,0.301,-0.043,0.038,0.11,0.021,0.455,0.451,0.186,8.88,
AP_ANP_00144_C3,Bhavani S,Summer,2025,0.244,0.747,0.301,-0.043,0.038,0.11,0.021,0.455,0.451,0.186,8.88,
AP_ANP_00145_C1,Anuradha V,Kharif,2025,0.786,0.667,0.713,0.227,0.023,0.357,0.144,0.843,0.292,0.445,15.09,
AP_ANP_00145_C2,Narasimha Rao,Kharif,2025,0.786,0.667,0.713,0.227,0.023,0.357,0.144,0.843,0.292,0.445,15.09,
AP_ANP_00145_C3,Ravi Teja,Kharif,2025,0.786,0.667,0.713,0.227,0.023,0.357,0.144,0.843,0.292,0.445,15.09,
AP_ANP_00145_C1,Anuradha V,Rabi,2025,0.487,0.745,0.707,0.158,0.052,0.327,0.11,0.205,0.252,0.144,16.38,
AP_ANP_00145_C2,Narasimha Rao,Rabi,2025,0.487,0.745,0.707,0.158,0.052,0.327,0.11,0.205,0.252,0.144,16.38,
AP_ANP_00145_C3,Ravi Teja,Rabi,2025,0.487,0.745,0.707,0.158,0.052,0.327,0.11,0.205,0.252,0.144,16.38,
AP_ANP_00145_C1,Anuradha V,Summer,2025,0.335,0.15,0.35,0.116,0.1,0.128,0.03,0.322,0.328,0.167,8.35,
AP_ANP_00145_C2,Narasimha Rao,Summer,2025,0.335,0.15,0.35,0.116,0.1,0.128,0.03,0.322,0.328,0.167,8.35,
AP_ANP_00145_C3,Ravi Teja,Summer,2025,0.335,0.15,0.35,0.116,0.1,0.128,0.03,0.322,0.328,0.167,8.35,
AP_ANP_00146_C1,Krishna Murthy,Kharif,2025,0.682,0.693,0.47,0.319,0.129,0.075,0.286,0.239,0.199,0.169,6.41,
AP_ANP_00146_C2,Anuradha V,Kharif,2025,0.682,0.693,0.47,0.319,0.129,0.075,0.286,0.239,0.199,0.169,6.41,
AP_ANP_00146_C3,Narasimha Rao,Kharif,2025,0.682,0.693,0.47,0.319,0.129,0.075,0.286,0.239,0.199,0.169,6.41,
AP_ANP_00146_C1,Krishna Murthy,Rabi,2025,0.458,0.223,0.563,0.207,0.061,0.06,0.274,0.324,0.461,0.268,1.56,
AP_ANP_00146_C2,Anuradha V,Rabi,2025,0.458,0.223,0.563,0.207,0.061,0.06,0.274,0.324,0.461,0.268,1.56,
AP_ANP_00146_C3,Narasimha Rao,Rabi,2025,0.458,0.223,0.563,0.207,0.061,0.06,0.274,0.324,0.461,0.268,1.56,
AP_ANP_00146_C1,Krishna Murthy,Summer,2025,0.582,0.666,0.26,-0.001,0.302,0.036,0.158,0.7,0.517,0.414,16.39,
AP_ANP_00146_C2,Anuradha V,Summer,2025,0.582,0.666,0.26,-0.001,0.302,0.036,0.158,0.7,0.517,0.414,16.39,
AP_ANP_00146_C3,Narasimha Rao,Summer,2025,0.582,0.666,0.26,-0.001,0.302,0.036,0.158,0.7,0.517,0.414,16.39,
AP_ANP_00147_C1,Padma Kumari,Kharif,2025,0.861,0.321,0.338,0.15,0.144,0.195,0.168,0.304,0.396,0.117,6.21,
AP_ANP_00147_C2,Krishna Murthy,Kharif,2025,0.861,0.321,0.338,0.15,0.144,0.195,0.168,0.304,0.396,0.117,6.21,
AP_ANP_00147_C3,Anuradha V,Kharif,2025,0.861,0.321,0.338,0.15,0.144,0.195,0.168,0.304,0.396,0.117,6.21,
AP_ANP_00147_C1,Padma Kumari,Rabi,2025,0.576,0.594,0.57,0.209,0.071,0.26,0.035,0.445,0.257,0.066,5.48,
AP_ANP_00147_C2,Krishna Murthy,Rabi,2025,0.576,0.594,0.57,0.209,0.071,0.26,0.035,0.445,0.257,0.066,5.48,
AP_ANP_00147_C3,Anuradha V,Rabi,2025,0.576,0.594,0.57,0.209,0.071,0.26,0.035,0.445,0.257,0.066,5.48,
AP_ANP_00147_C1,Padma Kumari,Summer,2025,0.582,0.361,0.178,0.141,0.079,0.195,0.285,0.292,0.432,0.093,19.63,
AP_ANP_00147_C2,Krishna Murthy,Summer,2025,0.582,0.361,0.178,0.141,0.079,0.195,0.285,0.292,0.432,0.093,19.63,
AP_ANP_00147_C3,Anuradha V,Summer,2025,0.582,0.361,0.178,0.141,0.079,0.195,0.285,0.292,0.432,0.093,19.63,
AP_ANP_00148_C1,Srinivas Reddy,Kharif,2025,0.684,0.356,0.558,0.294,0.083,0.091,0.282,0.796,0.494,0.3,16.17,
AP_ANP_00148_C2,Padma Kumari,Kharif,2025,0.684,0.356,0.558,0.294,0.083,0.091,0.282,0.796,0.494,0.3,16.17,
AP_ANP_00148_C3,Krishna Murthy,Kharif,2025,0.684,0.356,0.558,0.294,0.083,0.091,0.282,0.796,0.494,0.3,16.17,
AP_ANP_00148_C1,Srinivas Reddy,Rabi,2025,0.424,0.338,0.563,0.117,0.137,0.092,0.183,0.729,0.241,0.103,3.93,
AP_ANP_00148_C2,Padma Kumari,Rabi,2025,0.424,0.338,0.563,0.117,0.137,0.092,0.183,0.729,0.241,0.103,3.93,
AP_ANP_00148_C3,Krishna Murthy,Rabi,2025,0.424,0.338,0.563,0.117,0.137,0.092,0.183,0.729,0.241,0.103,3.93,
AP_ANP_00148_C1,Srinivas Reddy,Summer,2025,0.295,0.536,0.541,0.01,0.25,0.182,0.249,0.333,0.285,0.37,3.6,
AP_ANP_00148_C2,Padma Kumari,Summer,2025,0.295,0.536,0.541,0.01,0.25,0.182,0.249,0.333,0.285,0.37,3.6,
AP_ANP_00148_C3,Krishna Murthy,Summer,2025,0.295,0.536,0.541,0.01,0.25,0.182,0.249,0.333,0.285,0.37,3.6,
AP_ANP_00149_C1,Venkatesh Rao,Kharif,2025,0.588,0.356,0.595,0.321,0.028,0.32,0.102,0.236,0.355,0.146,7.74,
AP_ANP_00149_C2,Srinivas Reddy,Kharif,2025,0.588,0.356,0.595,0.321,0.028,0.32,0.102,0.236,0.355,0.146,7.74,
AP_ANP_00149_C3,Padma Kumari,Kharif,2025,0.588,0.356,0.595,0.321,0.028,0.32,0.102,0.236,0.355,0.146,7.74,
AP_ANP_00149_C1,Venkatesh Rao,Rabi,2025,0.428,0.329,0.208,0.079,0.321,0.033,0.15,0.28,0.204,0.42,3.23,
AP_ANP_00149_C2,Srinivas Reddy,Rabi,2025,0.428,0.329,0.208,0.079,0.321,0.033,0.15,0.28,0.204,0.42,3.23,
AP_ANP_00149_C3,Padma Kumari,Rabi,2025,0.428,0.329,0.208,0.079,0.321,0.033,0.15,0.28,0.204,0.42,3.23,
AP_ANP_00149_C1,Venkatesh Rao,Summer,2025,0.586,0.595,0.505,-0.009,0.312,0.263,0.165,0.327,0.133,0.417,6.56,
AP_ANP_00149_C2,Srinivas Reddy,Summer,2025,0.586,0.595,0.505,-0.009,0.312,0.263,0.165,0.327,0.133,0.417,6.56,
AP_ANP_00149_C3,Padma Kumari,Summer,2025,0.586,0.595,0.505,-0.009,0.312,0.263,0.165,0.327,0.133,0.417,6.56,
AP_ANP_00150_C1,Nagarjuna Reddy,Kharif,2025,0.68,0.353,0.769,0.29,0.264,0.281,0.265,0.232,0.179,0.236,4.54,
AP_ANP_00150_C2,Vijayalakshmi,Kharif,2025,0.68,0.353,0.769,0.29,0.264,0.281,0.265,0.232,0.179,0.236,4.54,
AP_ANP_00150_C3,Subba Rao,Kharif,2025,0.68,0.353,0.769,0.29,0.264,0.281,0.265,0.232,0.179,0.236,4.54,
AP_ANP_00150_C1,Nagarjuna Reddy,Rabi,2025,0.66,0.404,0.372,0.234,0.337,0.217,0.152,0.429,0.505,0.278,15.24,
AP_ANP_00150_C2,Vijayalakshmi,Rabi,2025,0.66,0.404,0.372,0.234,0.337,0.217,0.152,0.429,0.505,0.278,15.24,
AP_ANP_00150_C3,Subba Rao,Rabi,2025,0.66,0.404,0.372,0.234,0.337,0.217,0.152,0.429,0.505,0.278,15.24,
AP_ANP_00150_C1,Nagarjuna Reddy,Summer,2025,0.525,0.41,0.702,0.018,0.14,0.363,0.283,0.605,0.421,0.372,16.9,
AP_ANP_00150_C2,Vijayalakshmi,Summer,2025,0.525,0.41,0.702,0.018,0.14,0.363,0.283,0.605,0.421,0.372,16.9,
AP_ANP_00150_C3,Subba Rao,Summer,2025,0.525,0.41,0.702,0.018,0.14,0.363,0.283,0.605,0.421,0.372,16.9,
AP_ANP_00151_C1,Venkat Ramaiah,Kharif,2025,0.688,0.391,0.588,0.113,0.169,0.345,0.114,0.613,0.143,0.35,10.91,
AP_ANP_00151_C2,Nagarjuna Reddy,Kharif,2025,0.688,0.391,0.588,0.113,0.169,0.345,0.114,0.613,0.143,0.35,10.91,
AP_ANP_00151_C3,Vijayalakshmi,Kharif,2025,0.688,0.391,0.588,0.113,0.169,0.345,0.114,0.613,0.143,0.35,10.91,
AP_ANP_00151_C1,Venkat Ramaiah,Rabi,2025,0.471,0.599,0.464,0.108,0.091,0.436,0.217,0.822,0.264,0.24,17.96,
AP_ANP_00151_C2,Nagarjuna Reddy,Rabi,2025,0.471,0.599,0.464,0.108,0.091,0.436,0.217,0.822,0.264,0.24,17.96,
AP_ANP_00151_C3,Vijayalakshmi,Rabi,2025,0.471,0.599,0.464,0.108,0.091,0.436,0.217,0.822,0.264,0.24,17.96,
AP_ANP_00151_C1,Venkat Ramaiah,Summer,2025,0.41,0.301,0.44,0.091,0.061,0.117,0.01,0.226,0.539,0.147,13.27,
AP_ANP_00151_C2,Nagarjuna Reddy,Summer,2025,0.41,0.301,0.44,0.091,0.061,0.117,0.01,0.226,0.539,0.147,13.27,
AP_ANP_00151_C3,Vijayalakshmi,Summer,2025,0.41,0.301,0.44,0.091,0.061,0.117,0.01,0.226,0.539,0.147,13.27,
AP_ANP_00152_C1,Gopal Reddy,Kharif,2025,0.844,0.242,0.623,0.238,0.218,0.337,0.233,0.834,0.337,0.187,12.97,
AP_ANP_00152_C2,Venkat Ramaiah,Kharif,2025,0.844,0.242,0.623,0.238,0.218,0.337,0.233,0.834,0.337,0.187,12.97,
AP_ANP_00152_C3,Nagarjuna Reddy,Kharif,2025,0.844,0.242,0.623,0.238,0.218,0.337,0.233,0.834,0.337,0.187,12.97,
AP_ANP_00152_C1,Gopal Reddy,Rabi,2025,0.424,0.222,0.363,0.229,0.289,0.281,0.124,0.508,0.477,0.186,17.39,
AP_ANP_00152_C2,Venkat Ramaiah,Rabi,2025,0.424,0.222,0.363,0.229,0.289,0.281,0.124,0.508,0.477,0.186,17.39,
AP_ANP_00152_C3,Nagarjuna Reddy,Rabi,2025,0.424,0.222,0.363,0.229,0.289,0.281,0.124,0.508,0.477,0.186,17.39,
AP_ANP_00152_C1,Gopal Reddy,Summer,2025,0.235,0.659,0.268,0.105,0.162,0.1,0.215,0.548,0.368,0.129,4.23,
AP_ANP_00152_C2,Venkat Ramaiah,Summer,2025,0.235,0.659,0.268,0.105,0.162,0.1,0.215,0.548,0.368,0.129,4.23,
AP_ANP_00152_C3,Nagarjuna Reddy,Summer,2025,0.235,0.659,0.268,0.105,0.162,0.1,0.215,0.548,0.368,0.129,4.23,
AP_ANP_00153_C1,Bhavani S,Kharif,2025,0.565,0.486,0.708,0.181,0.24,0.213,0.286,0.668,0.515,0.261,5.18,
AP_ANP_00153_C2,Gopal Reddy,Kharif,2025,0.565,0.486,0.708,0.181,0.24,0.213,0.286,0.668,0.515,0.261,5.18,
AP_ANP_00153_C3,Venkat Ramaiah,Kharif,2025,0.565,0.486,0.708,0.181,0.24,0.213,0.286,0.668,0.515,0.261,5.18,
AP_ANP_00153_C1,Bhavani S,Rabi,2025,0.418,0.223,0.347,0.195,0.196,0.267,0.184,0.308,0.24,0.297,19.4,
AP_ANP_00153_C2,Gopal Reddy,Rabi,2025,0.418,0.223,0.347,0.195,0.196,0.267,0.184,0.308,0.24,0.297,19.4,
AP_ANP_00153_C3,Venkat Ramaiah,Rabi,2025,0.418,0.223,0.347,0.195,0.196,0.267,0.184,0.308,0.24,0.297,19.4,
AP_ANP_00153_C1,Bhavani S,Summer,2025,0.491,0.607,0.535,0.135,0.083,0.31,0.191,0.592,0.295,0.261,6.69,
AP_ANP_00153_C2,Gopal Reddy,Summer,2025,0.491,0.607,0.535,0.135,0.083,0.31,0.191,0.592,0.295,0.261,6.69,
AP_ANP_00153_C3,Venkat Ramaiah,Summer,2025,0.491,0.607,0.535,0.135,0.083,0.31,0.191,0.592,0.295,0.261,6.69,
AP_ANP_00154_C1,Ravi Teja,Kharif,2025,0.732,0.633,0.271,0.149,0.048,0.213,0.201,0.485,0.188,0.273,6.94,
AP_ANP_00154_C2,Bhavani S,Kharif,2025,0.732,0.633,0.271,0.149,0.048,0.213,0.201,0.485,0.188,0.273,6.94,
AP_ANP_00154_C3,Gopal Reddy,Kharif,2025,0.732,0.633,0.271,0.149,0.048,0.213,0.201,0.485,0.188,0.273,6.94,
AP_ANP_00154_C1,Ravi Teja,Rabi,2025,0.727,0.451,0.363,0.235,0.263,0.045,0.148,0.419,0.51,0.055,11.06,
AP_ANP_00154_C2,Bhavani S,Rabi,2025,0.727,0.451,0.363,0.235,0.263,0.045,0.148,0.419,0.51,0.055,11.06,
AP_ANP_00154_C3,Gopal Reddy,Rabi,2025,0.727,0.451,0.363,0.235,0.263,0.045,0.148,0.419,0.51,0.055,11.06,
AP_ANP_00154_C1,Ravi Teja,Summer,2025,0.496,0.201,0.782,0.047,0.191,0.288,0.079,0.514,0.265,0.08,2.12,
AP_ANP_00154_C2,Bhavani S,Summer,2025,0.496,0.201,0.782,0.047,0.191,0.288,0.079,0.514,0.265,0.08,2.12,
AP_ANP_00154_C3,Gopal Reddy,Summer,2025,0.496,0.201,0.782,0.047,0.191,0.288,0.079,0.514,0.265,0.08,2.12,
AP_ANP_00155_C1,Narasimha Rao,Kharif,2025,0.843,0.267,0.478,0.16,0.274,0.056,0.177,0.277,0.068,0.071,16.68,
AP_ANP_00155_C2,Ravi Teja,Kharif,2025,0.843,0.267,0.478,0.16,0.274,0.056,0.177,0.277,0.068,0.071,16.68,
AP_ANP_00155_C3,Bhavani S,Kharif,2025,0.843,0.267,0.478,0.16,0.274,0.056,0.177,0.277,0.068,0.071,16.68,
AP_ANP_00155_C1,Narasimha Rao,Rabi,2025,0.441,0.413,0.699,0.059,0.107,0.207,0.022,0.492,0.339,0.278,6.65,
AP_ANP_00155_C2,Ravi Teja,Rabi,2025,0.441,0.413,0.699,0.059,0.107,0.207,0.022,0.492,0.339,0.278,6.65,
AP_ANP_00155_C3,Bhavani S,Rabi,2025,0.441,0.413,0.699,0.059,0.107,0.207,0.022,0.492,0.339,0.278,6.65,
AP_ANP_00155_C1,Narasimha Rao,Summer,2025,0.326,0.37,0.215,-0.029,0.273,0.436,0.291,0.762,0.35,0.33,5.7,
AP_ANP_00155_C2,Ravi Teja,Summer,2025,0.326,0.37,0.215,-0.029,0.273,0.436,0.291,0.762,0.35,0.33,5.7,
AP_ANP_00155_C3,Bhavani S,Summer,2025,0.326,0.37,0.215,-0.029,0.273,0.436,0.291,0.762,0.35,0.33,5.7,
AP_ANP_00156_C1,Anuradha V,Kharif,2025,0.771,0.439,0.643,0.214,0.113,0.164,0.278,0.237,0.293,0.415,12.21,
AP_ANP_00156_C2,Narasimha Rao,Kharif,2025,0.771,0.439,0.643,0.214,0.113,0.164,0.278,0.237,0.293,0.415,12.21,
AP_ANP_00156_C3,Ravi Teja,Kharif,2025,0.771,0.439,0.643,0.214,0.113,0.164,0.278,0.237,0.293,0.415,12.21,
AP_ANP_00156_C1,Anuradha V,Rabi,2025,0.591,0.356,0.704,0.1,0.205,0.246,0.039,0.21,0.532,0.201,12.06,
AP_ANP_00156_C2,Narasimha Rao,Rabi,2025,0.591,0.356,0.704,0.1,0.205,0.246,0.039,0.21,0.532,0.201,12.06,
AP_ANP_00156_C3,Ravi Teja,Rabi,2025,0.591,0.356,0.704,0.1,0.205,0.246,0.039,0.21,0.532,0.201,12.06,
AP_ANP_00156_C1,Anuradha V,Summer,2025,0.232,0.71,0.524,0.087,0.062,0.274,0.232,0.464,0.49,0.309,17.98,
AP_ANP_00156_C2,Narasimha Rao,Summer,2025,0.232,0.71,0.524,0.087,0.062,0.274,0.232,0.464,0.49,0.309,17.98,
AP_ANP_00156_C3,Ravi Teja,Summer,2025,0.232,0.71,0.524,0.087,0.062,0.274,0.232,0.464,0.49,0.309,17.98,
AP_ANP_00157_C1,Krishna Murthy,Kharif,2025,0.768,0.336,0.281,0.133,0.32,0.349,0.206,0.396,0.142,0.353,9.48,
AP_ANP_00157_C2,Anuradha V,Kharif,2025,0.768,0.336,0.281,0.133,0.32,0.349,0.206,0.396,0.142,0.353,9.48,
AP_ANP_00157_C3,Narasimha Rao,Kharif,2025,0.768,0.336,0.281,0.133,0.32,0.349,0.206,0.396,0.142,0.353,9.48,
AP_ANP_00157_C1,Krishna Murthy,Rabi,2025,0.479,0.174,0.362,0.173,0.175,0.092,0.296,0.336,0.115,0.131,15.38,
AP_ANP_00157_C2,Anuradha V,Rabi,2025,0.479,0.174,0.362,0.173,0.175,0.092,0.296,0.336,0.115,0.131,15.38,
AP_ANP_00157_C3,Narasimha Rao,Rabi,2025,0.479,0.174,0.362,0.173,0.175,0.092,0.296,0.336,0.115,0.131,15.38,
AP_ANP_00157_C1,Krishna Murthy,Summer,2025,0.37,0.163,0.172,0.063,0.167,0.373,0.267,0.256,0.319,0.415,7.76,
AP_ANP_00157_C2,Anuradha V,Summer,2025,0.37,0.163,0.172,0.063,0.167,0.373,0.267,0.256,0.319,0.415,7.76,
AP_ANP_00157_C3,Narasimha Rao,Summer,2025,0.37,0.163,0.172,0.063,0.167,0.373,0.267,0.256,0.319,0.415,7.76,
AP_ANP_00158_C1,Padma Kumari,Kharif,2025,0.84,0.711,0.638,0.133,0.331,0.314,0.115,0.81,0.188,0.183,14.02,
AP_ANP_00158_C2,Krishna Murthy,Kharif,2025,0.84,0.711,0.638,0.133,0.331,0.314,0.115,0.81,0.188,0.183,14.02,
AP_ANP_00158_C3,Anuradha V,Kharif,2025,0.84,0.711,0.638,0.133,0.331,0.314,0.115,0.81,0.188,0.183,14.02,
AP_ANP_00158_C1,Padma Kumari,Rabi,2025,0.668,0.273,0.669,0.236,0.264,0.057,0.122,0.384,0.202,0.443,12.86,
AP_ANP_00158_C2,Krishna Murthy,Rabi,2025,0.668,0.273,0.669,0.236,0.264,0.057,0.122,0.384,0.202,0.443,12.86,
AP_ANP_00158_C3,Anuradha V,Rabi,2025,0.668,0.273,0.669,0.236,0.264,0.057,0.122,0.384,0.202,0.443,12.86,
AP_ANP_00158_C1,Padma Kumari,Summer,2025,0.487,0.376,0.671,0.145,0.163,0.395,0.062,0.816,0.159,0.18,15.12,
AP_ANP_00158_C2,Krishna Murthy,Summer,2025,0.487,0.376,0.671,0.145,0.163,0.395,0.062,0.816,0.159,0.18,15.12,
AP_ANP_00158_C3,Anuradha V,Summer,2025,0.487,0.376,0.671,0.145,0.163,0.395,0.062,0.816,0.159,0.18,15.12,
AP_ANP_00159_C1,Srinivas Reddy,Kharif,2025,0.688,0.417,0.633,0.252,0.095,0.055,0.097,0.508,0.134,0.192,8.0,
AP_ANP_00159_C2,Padma Kumari,Kharif,2025,0.688,0.417,0.633,0.252,0.095,0.055,0.097,0.508,0.134,0.192,8.0,
AP_ANP_00159_C3,Krishna Murthy,Kharif,2025,0.688,0.417,0.633,0.252,0.095,0.055,0.097,0.508,0.134,0.192,8.0,
AP_ANP_00159_C1,Srinivas Reddy,Rabi,2025,0.42,0.681,0.249,0.167,0.217,0.309,0.132,0.656,0.255,0.252,0.15,
AP_ANP_00159_C2,Padma Kumari,Rabi,2025,0.42,0.681,0.249,0.167,0.217,0.309,0.132,0.656,0.255,0.252,0.15,
AP_ANP_00159_C3,Krishna Murthy,Rabi,2025,0.42,0.681,0.249,0.167,0.217,0.309,0.132,0.656,0.255,0.252,0.15,
AP_ANP_00159_C1,Srinivas Reddy,Summer,2025,0.477,0.173,0.389,0.082,0.343,0.207,0.156,0.791,0.409,0.283,15.96,
AP_ANP_00159_C2,Padma Kumari,Summer,2025,0.477,0.173,0.389,0.082,0.343,0.207,0.156,0.791,0.409,0.283,15.96,
AP_ANP_00159_C3,Krishna Murthy,Summer,2025,0.477,0.173,0.389,0.082,0.343,0.207,0.156,0.791,0.409,0.283,15.96,
AP_ANP_00160_C1,Vijayalakshmi,Kharif,2025,0.853,0.435,0.401,0.214,0.339,0.323,0.034,0.761,0.29,0.078,10.99,
AP_ANP_00160_C2,Subba Rao,Kharif,2025,0.853,0.435,0.401,0.214,0.339,0.323,0.034,0.761,0.29,0.078,10.99,
AP_ANP_00160_C3,Ramesh Kumar,Kharif,2025,0.853,0.435,0.401,0.214,0.339,0.323,0.034,0.761,0.29,0.078,10.99,
AP_ANP_00160_C1,Vijayalakshmi,Rabi,2025,0.546,0.272,0.687,0.226,0.204,0.053,0.292,0.533,0.195,0.238,17.16,
AP_ANP_00160_C2,Subba Rao,Rabi,2025,0.546,0.272,0.687,0.226,0.204,0.053,0.292,0.533,0.195,0.238,17.16,
AP_ANP_00160_C3,Ramesh Kumar,Rabi,2025,0.546,0.272,0.687,0.226,0.204,0.053,0.292,0.533,0.195,0.238,17.16,
AP_ANP_00160_C1,Vijayalakshmi,Summer,2025,0.322,0.227,0.344,-0.011,0.277,0.228,0.076,0.308,0.216,0.426,6.86,
AP_ANP_00160_C2,Subba Rao,Summer,2025,0.322,0.227,0.344,-0.011,0.277,0.228,0.076,0.308,0.216,0.426,6.86,
AP_ANP_00160_C3,Ramesh Kumar,Summer,2025,0.322,0.227,0.344,-0.011,0.277,0.228,0.076,0.308,0.216,0.426,6.86,
AP_ANP_00161_C1,Nagarjuna Reddy,Kharif,2025,0.896,0.257,0.729,0.221,0.172,0.328,0.295,0.233,0.098,0.338,5.64,
AP_ANP_00161_C2,Vijayalakshmi,Kharif,2025,0.896,0.257,0.729,0.221,0.172,0.328,0.295,0.233,0.098,0.338,5.64,
AP_ANP_00161_C3,Subba Rao,Kharif,2025,0.896,0.257,0.729,0.221,0.172,0.328,0.295,0.233,0.098,0.338,5.64,
AP_ANP_00161_C1,Nagarjuna Reddy,Rabi,2025,0.465,0.163,0.653,0.058,0.064,0.226,0.186,0.478,0.064,0.363,0.21,
AP_ANP_00161_C2,Vijayalakshmi,Rabi,2025,0.465,0.163,0.653,0.058,0.064,0.226,0.186,0.478,0.064,0.363,0.21,
AP_ANP_00161_C3,Subba Rao,Rabi,2025,0.465,0.163,0.653,0.058,0.064,0.226,0.186,0.478,0.064,0.363,0.21,
AP_ANP_00161_C1,Nagarjuna Reddy,Summer,2025,0.505,0.41,0.498,0.129,0.177,0.193,0.267,0.781,0.218,0.296,18.54,
AP_ANP_00161_C2,Vijayalakshmi,Summer,2025,0.505,0.41,0.498,0.129,0.177,0.193,0.267,0.781,0.218,0.296,18.54,
AP_ANP_00161_C3,Subba Rao,Summer,2025,0.505,0.41,0.498,0.129,0.177,0.193,0.267,0.781,0.218,0.296,18.54,
AP_ANP_00162_C1,Venkat Ramaiah,Kharif,2025,0.887,0.422,0.331,0.227,0.336,0.09,0.178,0.384,0.19,0.212,19.98,
AP_ANP_00162_C2,Nagarjuna Reddy,Kharif,2025,0.887,0.422,0.331,0.227,0.336,0.09,0.178,0.384,0.19,0.212,19.98,
AP_ANP_00162_C3,Vijayalakshmi,Kharif,2025,0.887,0.422,0.331,0.227,0.336,0.09,0.178,0.384,0.19,0.212,19.98,
AP_ANP_00162_C1,Venkat Ramaiah,Rabi,2025,0.419,0.2,0.25,0.166,0.165,0.244,0.085,0.406,0.093,0.171,19.33,
AP_ANP_00162_C2,Nagarjuna Reddy,Rabi,2025,0.419,0.2,0.25,0.166,0.165,0.244,0.085,0.406,0.093,0.171,19.33,
AP_ANP_00162_C3,Vijayalakshmi,Rabi,2025,0.419,0.2,0.25,0.166,0.165,0.244,0.085,0.406,0.093,0.171,19.33,
AP_ANP_00162_C1,Venkat Ramaiah,Summer,2025,0.578,0.493,0.741,0.017,0.022,0.37,0.285,0.259,0.131,0.434,10.75,
AP_ANP_00162_C2,Nagarjuna Reddy,Summer,2025,0.578,0.493,0.741,0.017,0.022,0.37,0.285,0.259,0.131,0.434,10.75,
AP_ANP_00162_C3,Vijayalakshmi,Summer,2025,0.578,0.493,0.741,0.017,0.022,0.37,0.285,0.259,0.131,0.434,10.75,
AP_ANP_00163_C1,Gopal Reddy,Kharif,2025,0.555,0.42,0.6,0.164,0.262,0.448,0.093,0.55,0.317,0.212,3.38,
AP_ANP_00163_C2,Venkat Ramaiah,Kharif,2025,0.555,0.42,0.6,0.164,0.262,0.448,0.093,0.55,0.317,0.212,3.38,
AP_ANP_00163_C3,Nagarjuna Reddy,Kharif,2025,0.555,0.42,0.6,0.164,0.262,0.448,0.093,0.55,0.317,0.212,3.38,
AP_ANP_00163_C1,Gopal Reddy,Rabi,2025,0.742,0.449,0.542,0.221,0.095,0.258,0.212,0.535,0.545,0.295,7.42,
AP_ANP_00163_C2,Venkat Ramaiah,Rabi,2025,0.742,0.449,0.542,0.221,0.095,0.258,0.212,0.535,0.545,0.295,7.42,
AP_ANP_00163_C3,Nagarjuna Reddy,Rabi,2025,0.742,0.449,0.542,0.221,0.095,0.258,0.212,0.535,0.545,0.295,7.42,
AP_ANP_00163_C1,Gopal Reddy,Summer,2025,0.509,0.381,0.376,-0.016,0.162,0.358,0.15,0.716,0.338,0.187,16.2,
AP_ANP_00163_C2,Venkat Ramaiah,Summer,2025,0.509,0.381,0.376,-0.016,0.162,0.358,0.15,0.716,0.338,0.187,16.2,
AP_ANP_00163_C3,Nagarjuna Reddy,Summer,2025,0.509,0.381,0.376,-0.016,0.162,0.358,0.15,0.716,0.338,0.187,16.2,
AP_ANP_00164_C1,Bhavani S,Kharif,2025,0.633,0.453,0.32,0.156,0.023,0.302,0.158,0.49,0.533,0.278,17.27,
