parcel_id,farmer_name,season,year,soil_type,soil_texture,soil_depth_cm,pH,organic_carbon,nitrogen_kg_ha,phosphorus_kg_ha,potassium_kg_ha,sulphur_ppm,zinc_ppm,electrical_conductivity,drainage_class,soil_fertility_score
AP_ANP_00243_C3,Bhavani S,Kharif,2025,Red Loamy Soil,Loamy,132,6.08,1.07,287,49,225,21.11,2.51,0.73,Good,
AP_ANP_00243_C1,Narasimha Rao,Rabi,2025,Red Loamy Soil,Loamy,132,6.08,1.07,287,49,225,21.11,2.51,0.73,Good,
AP_ANP_00243_C2,Ravi Teja,Rabi,2025,Red Loamy Soil,Loamy,132,6.08,1.07,287,49,225,21.11,2.51,0.73,Good,
AP_ANP_00243_C3,Bhavani S,Rabi,2025,Red Loamy Soil,Loamy,132,6.08,1.07,287,49,225,21.11,2.51,0.73,Good,
AP_ANP_00243_C1,Narasimha Rao,Summer,2025,Red Loamy Soil,Loamy,132,6.08,1.07,287,49,225,21.11,2.51,0.73,Good,
AP_ANP_00243_C2,Ravi Teja,Summer,2025,Red Loamy Soil,Loamy,132,6.08,1.07,287,49,225,21.11,2.51,0.73,Good,
AP_ANP_00243_C3,Bhavani S,Summer,2025,Red Loamy Soil,Loamy,132,6.08,1.07,287,49,225,21.11,2.51,0.73,Good,
AP_ANP_00244_C1,Anuradha V,Kharif,2025,Red Sandy Loam,Loamy,86,8.48,0.4,175,47,129,5.36,2.29,1.68,Poor,
AP_ANP_00244_C2,Narasimha Rao,Kharif,2025,Red Sandy Loam,Loamy,86,8.48,0.4,175,47,129,5.36,2.29,1.68,Poor,
AP_ANP_00244_C3,Ravi Teja,Kharif,2025,Red Sandy Loam,Loamy,86,8.48,0.4,175,47,129,5.36,2.29,1.68,Poor,
AP_ANP_00244_C1,Anuradha V,Rabi,2025,Red Sandy Loam,Loamy,86,8.48,0.4,175,47,129,5.36,2.29,1.68,Poor,
AP_ANP_00244_C2,Narasimha Rao,Rabi,2025,Red Sandy Loam,Loamy,86,8.48,0.4,175,47,129,5.36,2.29,1.68,Poor,
AP_ANP_00244_C3,Ravi Teja,Rabi,2025,Red Sandy Loam,Loamy,86,8.48,0.4,175,47,129,5.36,2.29,1.68,Poor,
AP_ANP_00244_C1,Anuradha V,Summer,2025,Red Sandy Loam,Loamy,86,8.48,0.4,175,47,129,5.36,2.29,1.68,Poor,
AP_ANP_00244_C2,Narasimha Rao,Summer,2025,Red Sandy Loam,Loamy,86,8.48,0.4,175,47,129,5.36,2.29,1.68,Poor,
AP_ANP_00244_C3,Ravi Teja,Summer,2025,Red Sandy Loam,Loamy,86,8.48,0.4,175,47,129,5.36,2.29,1.68,Poor,
AP_ANP_00245_C1,Krishna Murthy,Kharif,2025,Clay Loam,Sandy,143,8.34,1.02,350,8,263,22.5,0.58,0.86,Moderate,
AP_ANP_00245_C2,Anuradha V,Kharif,2025,Clay Loam,Sandy,143,8.34,1.02,350,8,263,22.5,0.58,0.86,Moderate,
AP_ANP_00245_C3,Narasimha Rao,Kharif,2025,Clay Loam,Sandy,143,8.34,1.02,350,8,263,22.5,0.58,0.86,Moderate,
AP_ANP_00245_C1,Krishna Murthy,Rabi,2025,Clay Loam,Sandy,143,8.34,1.02,350,8,263,22.5,0.58,0.86,Moderate,
AP_ANP_00245_C2,Anuradha V,Rabi,2025,Clay Loam,Sandy,143,8.34,1.02,350,8,263,22.5,0.58,0.86,Moderate,
AP_ANP_00245_C3,Narasimha Rao,Rabi,2025,Clay Loam,Sandy,143,8.34,1.02,350,8,263,22.5,0.58,0.86,Moderate,
AP_ANP_00245_C1,Krishna Murthy,Summer,2025,Clay Loam,Sandy,143,8.34,1.02,350,8,263,22.5,0.58,0.86,Moderate,
AP_ANP_00245_C2,Anuradha V,Summer,2025,Clay Loam,Sandy,143,8.34,1.02,350,8,263,22.5,0.58,0.86,Moderate,
AP_ANP_00245_C3,Narasimha Rao,Summer,2025,Clay Loam,Sandy,143,8.34,1.02,350,8,263,22.5,0.58,0.86,Moderate,
AP_ANP_00246_C1,Padma Kumari,Kharif,2025,Black Cotton Soil,Loamy,134,6.17,0.55,152,21,287,19.43,2.18,0.11,Good,
AP_ANP_00246_C2,Krishna Murthy,Kharif,2025,Black Cotton Soil,Loamy,134,6.17,0.55,152,21,287,19.43,2.18,0.11,Good,
AP_ANP_00246_C3,Anuradha V,Kharif,2025,Black Cotton Soil,Loamy,134,6.17,0.55,152,21,287,19.43,2.18,0.11,Good,
AP_ANP_00246_C1,Padma Kumari,Rabi,2025,Black Cotton Soil,Loamy,134,6.17,0.55,152,21,287,19.43,2.18,0.11,Good,
AP_ANP_00246_C2,Krishna Murthy,Rabi,2025,Black Cotton Soil,Loamy,134,6.17,0.55,152,21,287,19.43,2.18,0.11,Good,
AP_ANP_00246_C3,Anuradha V,Rabi,2025,Black Cotton Soil,Loamy,134,6.17,0.55,152,21,287,19.43,2.18,0.11,Good,
AP_ANP_00246_C1,Padma Kumari,Summer,2025,Black Cotton Soil,Loamy,134,6.17,0.55,152,21,287,19.43,2.18,0.11,Good,
AP_ANP_00246_C2,Krishna Murthy,Summer,2025,Black Cotton Soil,Loamy,134,6.17,0.55,152,21,287,19.43,2.18,0.11,Good,
AP_ANP_00246_C3,Anuradha V,Summer,2025,Black Cotton Soil,Loamy,134,6.17,0.55,152,21,287,19.43,2.18,0.11,Good,
AP_ANP_00247_C1,Srinivas Reddy,Kharif,2025,Red Loamy Soil,Sandy,158,8.11,0.44,251,9,112,21.67,0.87,1.74,Good,
AP_ANP_00247_C2,Padma Kumari,Kharif,2025,Red Loamy Soil,Sandy,158,8.11,0.44,251,9,112,21.67,0.87,1.74,Good,
AP_ANP_00247_C3,Krishna Murthy,Kharif,2025,Red Loamy Soil,Sandy,158,8.11,0.44,251,9,112,21.67,0.87,1.74,Good,
AP_ANP_00247_C1,Srinivas Reddy,Rabi,2025,Red Loamy Soil,Sandy,158,8.11,0.44,251,9,112,21.67,0.87,1.74,Good,
AP_ANP_00247_C2,Padma Kumari,Rabi,2025,Red Loamy Soil,Sandy,158,8.11,0.44,251,9,112,21.67,0.87,1.74,Good,
AP_ANP_00247_C3,Krishna Murthy,Rabi,2025,Red Loamy Soil,Sandy,158,8.11,0.44,251,9,112,21.67,0.87,1.74,Good,
AP_ANP_00247_C1,Srinivas Reddy,Summer,2025,Red Loamy Soil,Sandy,158,8.11,0.44,251,9,112,21.67,0.87,1.74,Good,
AP_ANP_00247_C2,Padma Kumari,Summer,2025,Red Loamy Soil,Sandy,158,8.11,0.44,251,9,112,21.67,0.87,1.74,Good,
AP_ANP_00247_C3,Krishna Murthy,Summer,2025,Red Loamy Soil,Sandy,158,8.11,0.44,251,9,112,21.67,0.87,1.74,Good,
AP_ANP_00248_C1,Venkatesh Rao,Kharif,2025,Sandy Loam,Loamy,132,7.46,1.04,294,48,257,29.47,1.93,0.78,Poor,
AP_ANP_00248_C2,Srinivas Reddy,Kharif,2025,Sandy Loam,Loamy,132,7.46,1.04,294,48,257,29.47,1.93,0.78,Poor,
AP_ANP_00248_C3,Padma Kumari,Kharif,2025,Sandy Loam,Loamy,132,7.46,1.04,294,48,257,29.47,1.93,0.78,Poor,
AP_ANP_00248_C1,Venkatesh Rao,Rabi,2025,Sandy Loam,Loamy,132,7.46,1.04,294,48,257,29.47,1.93,0.78,Poor,
AP_ANP_00248_C2,Srinivas Reddy,Rabi,2025,Sandy Loam,Loamy,132,7.46,1.04,294,48,257,29.47,1.93,0.78,Poor,
AP_ANP_00248_C3,Padma Kumari,Rabi,2025,Sandy Loam,Loamy,132,7.46,1.04,294,48,257,29.47,1.93,0.78,Poor,
AP_ANP_00248_C1,Venkatesh Rao,Summer,2025,Sandy Loam,Loamy,132,7.46,1.04,294,48,257,29.47,1.93,0.78,Poor,
AP_ANP_00248_C2,Srinivas Reddy,Summer,2025,Sandy Loam,Loamy,132,7.46,1.04,294,48,257,29.47,1.93,0.78,Poor,
AP_ANP_00248_C3,Padma Kumari,Summer,2025,Sandy Loam,Loamy,132,7.46,1.04,294,48,257,29.47,1.93,0.78,Poor,
AP_ANP_00249_C1,Lakshmi Reddy,Kharif,2025,Red Sandy Loam,Clay,62,8.17,0.65,377,15,153,6.79,2.14,0.56,Moderate,
AP_ANP_00249_C2,Venkatesh Rao,Kharif,2025,Red Sandy Loam,Clay,62,8.17,0.65,377,15,153,6.79,2.14,0.56,Moderate,
AP_ANP_00249_C3,Srinivas Reddy,Kharif,2025,Red Sandy Loam,Clay,62,8.17,0.65,377,15,153,6.79,2.14,0.56,Moderate,
AP_ANP_00249_C1,Lakshmi Reddy,Rabi,2025,Red Sandy Loam,Clay,62,8.17,0.65,377,15,153,6.79,2.14,0.56,Moderate,
AP_ANP_00249_C2,Venkatesh Rao,Rabi,2025,Red Sandy Loam,Clay,62,8.17,0.65,377,15,153,6.79,2.14,0.56,Moderate,
AP_ANP_00249_C3,Srinivas Reddy,Rabi,2025,Red Sandy Loam,Clay,62,8.17,0.65,377,15,153,6.79,2.14,0.56,Moderate,
AP_ANP_00249_C1,Lakshmi Reddy,Summer,2025,Red Sandy Loam,Clay,62,8.17,0.65,377,15,153,6.79,2.14,0.56,Moderate,
AP_ANP_00249_C2,Venkatesh Rao,Summer,2025,Red Sandy Loam,Clay,62,8.17,0.65,377,15,153,6.79,2.14,0.56,Moderate,
AP_ANP_00249_C3,Srinivas Reddy,Summer,2025,Red Sandy Loam,Clay,62,8.17,0.65,377,15,153,6.79,2.14,0.56,Moderate,
AP_ANP_00250_C1,Venkat Ramaiah,Kharif,2025,Clay Loam,Clay,61,7.41,0.32,208,30,363,11.79,1.64,0.64,Moderate,
AP_ANP_00250_C2,Nagarjuna Reddy,Kharif,2025,Clay Loam,Clay,61,7.41,0.32,208,30,363,11.79,1.64,0.64,Moderate,
AP_ANP_00250_C3,Vijayalakshmi,Kharif,2025,Clay Loam,Clay,61,7.41,0.32,208,30,363,11.79,1.64,0.64,Moderate,
AP_ANP_00250_C1,Venkat Ramaiah,Rabi,2025,Clay Loam,Clay,61,7.41,0.32,208,30,363,11.79,1.64,0.64,Moderate,
AP_ANP_00250_C2,Nagarjuna Reddy,Rabi,2025,Clay Loam,Clay,61,7.41,0.32,208,30,363,11.79,1.64,0.64,Moderate,
AP_ANP_00250_C3,Vijayalakshmi,Rabi,2025,Clay Loam,Clay,61,7.41,0.32,208,30,363,11.79,1.64,0.64,Moderate,
AP_ANP_00250_C1,Venkat Ramaiah,Summer,2025,Clay Loam,Clay,61,7.41,0.32,208,30,363,11.79,1.64,0.64,Moderate,
AP_ANP_00250_C2,Nagarjuna Reddy,Summer,2025,Clay Loam,Clay,61,7.41,0.32,208,30,363,11.79,1.64,0.64,Moderate,
AP_ANP_00250_C3,Vijayalakshmi,Summer,2025,Clay Loam,Clay,61,7.41,0.32,208,30,363,11.79,1.64,0.64,Moderate,
AP_ANP_00251_C1,Gopal Reddy,Kharif,2025,Red Loamy Soil,Clay,114,6.68,0.6,334,38,340,17.78,0.43,0.62,Moderate,
AP_ANP_00251_C2,Venkat Ramaiah,Kharif,2025,Red Loamy Soil,Clay,114,6.68,0.6,334,38,340,17.78,0.43,0.62,Moderate,
AP_ANP_00251_C3,Nagarjuna Reddy,Kharif,2025,Red Loamy Soil,Clay,114,6.68,0.6,334,38,340,17.78,0.43,0.62,Moderate,
AP_ANP_00251_C1,Gopal Reddy,Rabi,2025,Red Loamy Soil,Clay,114,6.68,0.6,334,38,340,17.78,0.43,0.62,Moderate,
AP_ANP_00251_C2,Venkat Ramaiah,Rabi,2025,Red Loamy Soil,Clay,114,6.68,0.6,334,38,340,17.78,0.43,0.62,Moderate,
AP_ANP_00251_C3,Nagarjuna Reddy,Rabi,2025,Red Loamy Soil,Clay,114,6.68,0.6,334,38,340,17.78,0.43,0.62,Moderate,
AP_ANP_00251_C1,Gopal Reddy,Summer,2025,Red Loamy Soil,Clay,114,6.68,0.6,334,38,340,17.78,0.43,0.62,Moderate,
AP_ANP_00251_C2,Venkat Ramaiah,Summer,2025,Red Loamy Soil,Clay,114,6.68,0.6,334,38,340,17.78,0.43,0.62,Moderate,
AP_ANP_00251_C3,Nagarjuna Reddy,Summer,2025,Red Loamy Soil,Clay,114,6.68,0.6,334,38,340,17.78,0.43,0.62,Moderate,
AP_ANP_00252_C1,Bhavani S,Kharif,2025,Red Loamy Soil,Sandy,45,6.62,0.94,306,35,238,25.67,0.65,1.17,Moderate,
AP_ANP_00252_C2,Gopal Reddy,Kharif,2025,Red Loamy Soil,Sandy,45,6.62,0.94,306,35,238,25.67,0.65,1.17,Moderate,
AP_ANP_00252_C3,Venkat Ramaiah,Kharif,2025,Red Loamy Soil,Sandy,45,6.62,0.94,306,35,238,25.67,0.65,1.17,Moderate,
AP_ANP_00252_C1,Bhavani S,Rabi,2025,Red Loamy Soil,Sandy,45,6.62,0.94,306,35,238,25.67,0.65,1.17,Moderate,
AP_ANP_00252_C2,Gopal Reddy,Rabi,2025,Red Loamy Soil,Sandy,45,6.62,0.94,306,35,238,25.67,0.65,1.17,Moderate,
AP_ANP_00252_C3,Venkat Ramaiah,Rabi,2025,Red Loamy Soil,Sandy,45,6.62,0.94,306,35,238,25.67,0.65,1.17,Moderate,
AP_ANP_00252_C1,Bhavani S,Summer,2025,Red Loamy Soil,Sandy,45,6.62,0.94,306,35,238,25.67,0.65,1.17,Moderate,
AP_ANP_00252_C2,Gopal Reddy,Summer,2025,Red Loamy Soil,Sandy,45,6.62,0.94,306,35,238,25.67,0.65,1.17,Moderate,
AP_ANP_00252_C3,Venkat Ramaiah,Summer,2025,Red Loamy Soil,Sandy,45,6.62,0.94,306,35,238,25.67,0.65,1.17,Moderate,
AP_ANP_00253_C1,Ravi Teja,Kharif,2025,Black Cotton Soil,Loamy,54,8.36,0.62,347,19,278,7.23,2.15,1.04,Poor,
AP_ANP_00253_C2,Bhavani S,Kharif,2025,Black Cotton Soil,Loamy,54,8.36,0.62,347,19,278,7.23,2.15,1.04,Poor,
AP_ANP_00253_C3,Gopal Reddy,Kharif,2025,Black Cotton Soil,Loamy,54,8.36,0.62,347,19,278,7.23,2.15,1.04,Poor,
AP_ANP_00253_C1,Ravi Teja,Rabi,2025,Black Cotton Soil,Loamy,54,8.36,0.62,347,19,278,7.23,2.15,1.04,Poor,
AP_ANP_00253_C2,Bhavani S,Rabi,2025,Black Cotton Soil,Loamy,54,8.36,0.62,347,19,278,7.23,2.15,1.04,Poor,
AP_ANP_00253_C3,Gopal Reddy,Rabi,2025,Black Cotton Soil,Loamy,54,8.36,0.62,347,19,278,7.23,2.15,1.04,Poor,
AP_ANP_00253_C1,Ravi Teja,Summer,2025,Black Cotton Soil,Loamy,54,8.36,0.62,347,19,278,7.23,2.15,1.04,Poor,
AP_ANP_00253_C2,Bhavani S,Summer,2025,Black Cotton Soil,Loamy,54,8.36,0.62,347,19,278,7.23,2.15,1.04,Poor,
AP_ANP_00253_C3,Gopal Reddy,Summer,2025,Black Cotton Soil,Loamy,54,8.36,0.62,347,19,278,7.23,2.15,1.04,Poor,
AP_ANP_00254_C1,Narasimha Rao,Kharif,2025,Red Sandy Loam,Clay,49,6.35,0.45,384,20,200,29.15,2.35,1.91,Good,
AP_ANP_00254_C2,Ravi Teja,Kharif,2025,Red Sandy Loam,Clay,49,6.35,0.45,384,20,200,29.15,2.35,1.91,Good,
AP_ANP_00254_C3,Bhavani S,Kharif,2025,Red Sandy Loam,Clay,49,6.35,0.45,384,20,200,29.15,2.35,1.91,Good,
AP_ANP_00254_C1,Narasimha Rao,Rabi,2025,Red Sandy Loam,Clay,49,6.35,0.45,384,20,200,29.15,2.35,1.91,Good,
AP_ANP_00254_C2,Ravi Teja,Rabi,2025,Red Sandy Loam,Clay,49,6.35,0.45,384,20,200,29.15,2.35,1.91,Good,
AP_ANP_00254_C3,Bhavani S,Rabi,2025,Red Sandy Loam,Clay,49,6.35,0.45,384,20,200,29.15,2.35,1.91,Good,
AP_ANP_00254_C1,Narasimha Rao,Summer,2025,Red Sandy Loam,Clay,49,6.35,0.45,384,20,200,29.15,2.35,1.91,Good,
AP_ANP_00254_C2,Ravi Teja,Summer,2025,Red Sandy Loam,Clay,49,6.35,0.45,384,20,200,29.15,2.35,1.91,Good,
AP_ANP_00254_C3,Bhavani S,Summer,2025,Red Sandy Loam,Clay,49,6.35,0.45,384,20,200,29.15,2.35,1.91,Good,
AP_ANP_00255_C1,Anuradha V,Kharif,2025,Red Sandy Loam,Sandy,123,7.95,0.84,191,24,200,17.46,1.34,1.75,Good,
AP_ANP_00255_C2,Narasimha Rao,Kharif,2025,Red Sandy Loam,Sandy,123,7.95,0.84,191,24,200,17.46,1.34,1.75,Good,
AP_ANP_00255_C3,Ravi Teja,Kharif,2025,Red Sandy Loam,Sandy,123,7.95,0.84,191,24,200,17.46,1.34,1.75,Good,
AP_ANP_00255_C1,Anuradha V,Rabi,2025,Red Sandy Loam,Sandy,123,7.95,0.84,191,24,200,17.46,1.34,1.75,Good,
AP_ANP_00255_C2,Narasimha Rao,Rabi,2025,Red Sandy Loam,Sandy,123,7.95,0.84,191,24,200,17.46,1.34,1.75,Good,
AP_ANP_00255_C3,Ravi Teja,Rabi,2025,Red Sandy Loam,Sandy,123,7.95,0.84,191,24,200,17.46,1.34,1.75,Good,
AP_ANP_00255_C1,Anuradha V,Summer,2025,Red Sandy Loam,Sandy,123,7.95,0.84,191,24,200,17.46,1.34,1.75,Good,
AP_ANP_00255_C2,Narasimha Rao,Summer,2025,Red Sandy Loam,Sandy,123,7.95,0.84,191,24,200,17.46,1.34,1.75,Good,
AP_ANP_00255_C3,Ravi Teja,Summer,2025,Red Sandy Loam,Sandy,123,7.95,0.84,191,24,200,17.46,1.34,1.75,Good,
AP_ANP_00256_C1,Krishna Murthy,Kharif,2025,Red Loamy Soil,Loamy,138,6.92,0.25,382,20,309,18.8,1.42,1.47,Poor,
AP_ANP_00256_C2,Anuradha V,Kharif,2025,Red Loamy Soil,Loamy,138,6.92,0.25,382,20,309,18.8,1.42,1.47,Poor,
AP_ANP_00256_C3,Narasimha Rao,Kharif,2025,Red Loamy Soil,Loamy,138,6.92,0.25,382,20,309,18.8,1.42,1.47,Poor,
AP_ANP_00256_C1,Krishna Murthy,Rabi,2025,Red Loamy Soil,Loamy,138,6.92,0.25,382,20,309,18.8,1.42,1.47,Poor,
AP_ANP_00256_C2,Anuradha V,Rabi,2025,Red Loamy Soil,Loamy,138,6.92,0.25,382,20,309,18.8,1.42,1.47,Poor,
AP_ANP_00256_C3,Narasimha Rao,Rabi,2025,Red Loamy Soil,Loamy,138,6.92,0.25,382,20,309,18.8,1.42,1.47,Poor,
AP_ANP_00256_C1,Krishna Murthy,Summer,2025,Red Loamy Soil,Loamy,138,6.92,0.25,382,20,309,18.8,1.42,1.47,Poor,
AP_ANP_00256_C2,Anuradha V,Summer,2025,Red Loamy Soil,Loamy,138,6.92,0.25,382,20,309,18.8,1.42,1.47,Poor,
AP_ANP_00256_C3,Narasimha Rao,Summer,2025,Red Loamy Soil,Loamy,138,6.92,0.25,382,20,309,18.8,1.42,1.47,Poor,
AP_ANP_00257_C1,Padma Kumari,Kharif,2025,Sandy Loam,Loamy,95,7.62,1.0,236,41,315,28.27,0.64,1.5,Moderate,
AP_ANP_00257_C2,Krishna Murthy,Kharif,2025,Sandy Loam,Loamy,95,7.62,1.0,236,41,315,28.27,0.64,1.5,Moderate,
AP_ANP_00257_C3,Anuradha V,Kharif,2025,Sandy Loam,Loamy,95,7.62,1.0,236,41,315,28.27,0.64,1.5,Moderate,
AP_ANP_00257_C1,Padma Kumari,Rabi,2025,Sandy Loam,Loamy,95,7.62,1.0,236,41,315,28.27,0.64,1.5,Moderate,
AP_ANP_00257_C2,Krishna Murthy,Rabi,2025,Sandy Loam,Loamy,95,7.62,1.0,236,41,315,28.27,0.64,1.5,Moderate,
AP_ANP_00257_C3,Anuradha V,Rabi,2025,Sandy Loam,Loamy,95,7.62,1.0,236,41,315,28.27,0.64,1.5,Moderate,
AP_ANP_00257_C1,Padma Kumari,Summer,2025,Sandy Loam,Loamy,95,7.62,1.0,236,41,315,28.27,0.64,1.5,Moderate,
AP_ANP_00257_C2,Krishna Murthy,Summer,2025,Sandy Loam,Loamy,95,7.62,1.0,236,41,315,28.27,0.64,1.5,Moderate,
AP_ANP_00257_C3,Anuradha V,Summer,2025,Sandy Loam,Loamy,95,7.62,1.0,236,41,315,28.27,0.64,1.5,Moderate,
AP_ANP_00258_C1,Srinivas Reddy,Kharif,2025,Black Cotton Soil,Sandy,67,7.78,0.4,249,28,351,6.08,2.1,1.66,Moderate,
AP_ANP_00258_C2,Padma Kumari,Kharif,2025,Black Cotton Soil,Sandy,67,7.78,0.4,249,28,351,6.08,2.1,1.66,Moderate,
AP_ANP_00258_C3,Krishna Murthy,Kharif,2025,Black Cotton Soil,Sandy,67,7.78,0.4,249,28,351,6.08,2.1,1.66,Moderate,
AP_ANP_00258_C1,Srinivas Reddy,Rabi,2025,Black Cotton Soil,Sandy,67,7.78,0.4,249,28,351,6.08,2.1,1.66,Moderate,
AP_ANP_00258_C2,Padma Kumari,Rabi,2025,Black Cotton Soil,Sandy,67,7.78,0.4,249,28,351,6.08,2.1,1.66,Moderate,
AP_ANP_00258_C3,Krishna Murthy,Rabi,2025,Black Cotton Soil,Sandy,67,7.78,0.4,249,28,351,6.08,2.1,1.66,Moderate,
AP_ANP_00258_C1,Srinivas Reddy,Summer,2025,Black Cotton Soil,Sandy,67,7.78,0.4,249,28,351,6.08,2.1,1.66,Moderate,
AP_ANP_00258_C2,Padma Kumari,Summer,2025,Black Cotton Soil,Sandy,67,7.78,0.4,249,28,351,6.08,2.1,1.66,Moderate,
AP_ANP_00258_C3,Krishna Murthy,Summer,2025,Black Cotton Soil,Sandy,67,7.78,0.4,249,28,351,6.08,2.1,1.66,Moderate,
AP_ANP_00259_C1,Venkatesh Rao,Kharif,2025,Clay Loam,Clay,92,7.72,0.44,251,31,357,5.48,0.64,0.89,Poor,
AP_ANP_00259_C2,Srinivas Reddy,Kharif,2025,Clay Loam,Clay,92,7.72,0.44,251,31,357,5.48,0.64,0.89,Poor,
AP_ANP_00259_C3,Padma Kumari,Kharif,2025,Clay Loam,Clay,92,7.72,0.44,251,31,357,5.48,0.64,0.89,Poor,
AP_ANP_00259_C1,Venkatesh Rao,Rabi,2025,Clay Loam,Clay,92,7.72,0.44,251,31,357,5.48,0.64,0.89,Poor,
AP_ANP_00259_C2,Srinivas Reddy,Rabi,2025,Clay Loam,Clay,92,7.72,0.44,251,31,357,5.48,0.64,0.89,Poor,
AP_ANP_00259_C3,Padma Kumari,Rabi,2025,Clay Loam,Clay,92,7.72,0.44,251,31,357,5.48,0.64,0.89,Poor,
AP_ANP_00259_C1,Venkatesh Rao,Summer,2025,Clay Loam,Clay,92,7.72,0.44,251,31,357,5.48,0.64,0.89,Poor,
AP_ANP_00259_C2,Srinivas Reddy,Summer,2025,Clay Loam,Clay,92,7.72,0.44,251,31,357,5.48,0.64,0.89,Poor,
AP_ANP_00259_C3,Padma Kumari,Summer,2025,Clay Loam,Clay,92,7.72,0.44,251,31,357,5.48,0.64,0.89,Poor,
AP_ANP_00260_C1,Nagarjuna Reddy,Kharif,2025,Red Sandy Loam,Loamy,155,6.02,0.66,377,33,329,24.06,1.53,0.61,Poor,
AP_ANP_00260_C2,Vijayalakshmi,Kharif,2025,Red Sandy Loam,Loamy,155,6.02,0.66,377,33,329,24.06,1.53,0.61,Poor,
AP_ANP_00260_C3,Subba Rao,Kharif,2025,Red Sandy Loam,Loamy,155,6.02,0.66,377,33,329,24.06,1.53,0.61,Poor,
AP_ANP_00260_C1,Nagarjuna Reddy,Rabi,2025,Red Sandy Loam,Loamy,155,6.02,0.66,377,33,329,24.06,1.53,0.61,Poor,
AP_ANP_00260_C2,Vijayalakshmi,Rabi,2025,Red Sandy Loam,Loamy,155,6.02,0.66,377,33,329,24.06,1.53,0.61,Poor,
AP_ANP_00260_C3,Subba Rao,Rabi,2025,Red Sandy Loam,Loamy,155,6.02,0.66,377,33,329,24.06,1.53,0.61,Poor,
AP_ANP_00260_C1,Nagarjuna Reddy,Summer,2025,Red Sandy Loam,Loamy,155,6.02,0.66,377,33,329,24.06,1.53,0.61,Poor,
AP_ANP_00260_C2,Vijayalakshmi,Summer,2025,Red Sandy Loam,Loamy,155,6.02,0.66,377,33,329,24.06,1.53,0.61,Poor,
AP_ANP_00260_C3,Subba Rao,Summer,2025,Red Sandy Loam,Loamy,155,6.02,0.66,377,33,329,24.06,1.53,0.61,Poor,
AP_ANP_00261_C1,Venkat Ramaiah,Kharif,2025,Black Cotton Soil,Loamy,115,6.31,0.22,336,37,332,8.01,1.02,0.13,Poor,
AP_ANP_00261_C2,Nagarjuna Reddy,Kharif,2025,Black Cotton Soil,Loamy,115,6.31,0.22,336,37,332,8.01,1.02,0.13,Poor,
AP_ANP_00261_C3,Vijayalakshmi,Kharif,2025,Black Cotton Soil,Loamy,115,6.31,0.22,336,37,332,8.01,1.02,0.13,Poor,
AP_ANP_00261_C1,Venkat Ramaiah,Rabi,2025,Black Cotton Soil,Loamy,115,6.31,0.22,336,37,332,8.01,1.02,0.13,Poor,
AP_ANP_00261_C2,Nagarjuna Reddy,Rabi,2025,Black Cotton Soil,Loamy,115,6.31,0.22,336,37,332,8.01,1.02,0.13,Poor,
AP_ANP_00261_C3,Vijayalakshmi,Rabi,2025,Black Cotton Soil,Loamy,115,6.31,0.22,336,37,332,8.01,1.02,0.13,Poor,
AP_ANP_00261_C1,Venkat Ramaiah,Summer,2025,Black Cotton Soil,Loamy,115,6.31,0.22,336,37,332,8.01,1.02,0.13,Poor,
AP_ANP_00261_C2,Nagarjuna Reddy,Summer,2025,Black Cotton Soil,Loamy,115,6.31,0.22,336,37,332,8.01,1.02,0.13,Poor,
AP_ANP_00261_C3,Vijayalakshmi,Summer,2025,Black Cotton Soil,Loamy,115,6.31,0.22,336,37,332,8.01,1.02,0.13,Poor,
AP_ANP_00262_C1,Gopal Reddy,Kharif,2025,Red Sandy Loam,Clay,97,6.56,0.84,161,23,307,12.5,2.05,1.95,Good,
AP_ANP_00262_C2,Venkat Ramaiah,Kharif,2025,Red Sandy Loam,Clay,97,6.56,0.84,161,23,307,12.5,2.05,1.95,Good,
AP_ANP_00262_C3,Nagarjuna Reddy,Kharif,2025,Red Sandy Loam,Clay,97,6.56,0.84,161,23,307,12.5,2.05,1.95,Good,
AP_ANP_00262_C1,Gopal Reddy,Rabi,2025,Red Sandy Loam,Clay,97,6.56,0.84,161,23,307,12.5,2.05,1.95,Good,
AP_ANP_00262_C2,Venkat Ramaiah,Rabi,2025,Red Sandy Loam,Clay,97,6.56,0.84,161,23,307,12.5,2.05,1.95,Good,
AP_ANP_00262_C3,Nagarjuna Reddy,Rabi,2025,Red Sandy Loam,Clay,97,6.56,0.84,161,23,307,12.5,2.05,1.95,Good,
AP_ANP_00262_C1,Gopal Reddy,Summer,2025,Red Sandy Loam,Clay,97,6.56,0.84,161,23,307,12.5,2.05,1.95,Good,
AP_ANP_00262_C2,Venkat Ramaiah,Summer,2025,Red Sandy Loam,Clay,97,6.56,0.84,161,23,307,12.5,2.05,1.95,Good,
AP_ANP_00262_C3,Nagarjuna Reddy,Summer,2025,Red Sandy Loam,Clay,97,6.56,0.84,161,23,307,12.5,2.05,1.95,Good,
AP_ANP_00263_C1,Bhavani S,Kharif,2025,Red Sandy Loam,Clay,47,7.96,0.98,349,29,158,12.57,0.48,0.53,Moderate,
AP_ANP_00263_C2,Gopal Reddy,Kharif,2025,Red Sandy Loam,Clay,47,7.96,0.98,349,29,158,12.57,0.48,0.53,Moderate,
