parcel_id,farmer_name,district,mandal,village,survey_no,latitude,longitude,land_area_acres,irrigation_type,soil_type,season,year,crop_type,crop_stage,previous_crop
AP_ANP_00185_C2,Venkat Ramaiah,Anantapur,Bukkaraya Samudram,Bukkaraya Samudram,SY-1185,14.743769,77.598941,4.93,Borewell,Red Sandy Loam,Rabi,2025,Groundnut,Flowering,
AP_ANP_00185_C3,Nagarjuna Reddy,Anantapur,Bukkaraya Samudram,Bukkaraya Samudram,SY-1185,14.75628,77.623245,5.56,Borewell,Red Sandy Loam,Rabi,2025,Groundnut,Flowering,
AP_ANP_00185_C1,Gopal Reddy,Anantapur,Bukkaraya Samudram,Bukkaraya Samudram,SY-1185,14.737256,77.618897,7.02,Rainfed,Clay Loam,Summer,2025,Maize,Maturity,
AP_ANP_00185_C2,Venkat Ramaiah,Anantapur,Bukkaraya Samudram,Bukkaraya Samudram,SY-1185,14.756349,77.591443,6.55,Rainfed,Clay Loam,Summer,2025,Maize,Maturity,
AP_ANP_00185_C3,Nagarjuna Reddy,Anantapur,Bukkaraya Samudram,Bukkaraya Samudram,SY-1185,14.755086,77.58826,5.09,Rainfed,Clay Loam,Summer,2025,Maize,Maturity,
AP_ANP_00186_C1,Bhavani S,Anantapur,Kanekal,Udegolam,SY-1186,14.859543,77.042631,4.11,Rainfed,Black Soil,Kharif,2025,Foxtail Millet,Flowering,
AP_ANP_00186_C2,Gopal Reddy,Anantapur,Kanekal,Udegolam,SY-1186,14.831746,77.030006,3.99,Rainfed,Black Soil,Kharif,2025,Foxtail Millet,Flowering,
AP_ANP_00186_C3,Venkat Ramaiah,Anantapur,Kanekal,Udegolam,SY-1186,14.836992,77.016655,4.64,Rainfed,Black Soil,Kharif,2025,Foxtail Millet,Flowering,
AP_ANP_00186_C1,Bhavani S,Anantapur,Kanekal,Udegolam,SY-1186,14.862085,77.006007,4.36,Rainfed,Red Sandy Loam,Rabi,2025,Bengal Gram,Flowering,
AP_ANP_00186_C2,Gopal Reddy,Anantapur,Kanekal,Udegolam,SY-1186,14.859985,77.006659,4.01,Rainfed,Red Sandy Loam,Rabi,2025,Bengal Gram,Flowering,
AP_ANP_00186_C3,Venkat Ramaiah,Anantapur,Kanekal,Udegolam,SY-1186,14.832406,77.005243,4.73,Rainfed,Red Sandy Loam,Rabi,2025,Bengal Gram,Flowering,
AP_ANP_00186_C1,Bhavani S,Anantapur,Kanekal,Udegolam,SY-1186,14.868314,77.021488,3.35,Canal,Red Loamy,Summer,2025,Groundnut,Maturity,
AP_ANP_00186_C2,Gopal Reddy,Anantapur,Kanekal,Udegolam,SY-1186,14.854481,77.029189,4.73,Canal,Red Loamy,Summer,2025,Groundnut,Maturity,
AP_ANP_00186_C3,Venkat Ramaiah,Anantapur,Kanekal,Udegolam,SY-1186,14.845659,77.019888,4.03,Canal,Red Loamy,Summer,2025,Groundnut,Maturity,
AP_ANP_00187_C1,Ravi Teja,Anantapur,Singanamala,Tarikonda,SY-1187,14.817232,77.770409,7.34,Rainfed,Sandy Loam,Kharif,2025,Groundnut,Sowing,
AP_ANP_00187_C2,Bhavani S,Anantapur,Singanamala,Tarikonda,SY-1187,14.829655,77.77597,8.76,Rainfed,Sandy Loam,Kharif,2025,Groundnut,Sowing,
AP_ANP_00187_C3,Gopal Reddy,Anantapur,Singanamala,Tarikonda,SY-1187,14.825604,77.773173,7.04,Rainfed,Sandy Loam,Kharif,2025,Groundnut,Sowing,
AP_ANP_00187_C1,Ravi Teja,Anantapur,Singanamala,Tarikonda,SY-1187,14.822325,77.782505,8.67,Borewell,Black Soil,Rabi,2025,Bengal Gram,Flowering,
AP_ANP_00187_C2,Bhavani S,Anantapur,Singanamala,Tarikonda,SY-1187,14.806838,77.745384,8.12,Borewell,Black Soil,Rabi,2025,Bengal Gram,Flowering,
AP_ANP_00187_C3,Gopal Reddy,Anantapur,Singanamala,Tarikonda,SY-1187,14.796619,77.747501,7.53,Borewell,Black Soil,Rabi,2025,Bengal Gram,Flowering,
AP_ANP_00187_C1,Ravi Teja,Anantapur,Singanamala,Tarikonda,SY-1187,14.801084,77.768212,6.63,Rainfed,Sandy Loam,Summer,2025,Sunflower,Sowing,
AP_ANP_00187_C2,Bhavani S,Anantapur,Singanamala,Tarikonda,SY-1187,14.829179,77.773867,7.79,Rainfed,Sandy Loam,Summer,2025,Sunflower,Sowing,
AP_ANP_00187_C3,Gopal Reddy,Anantapur,Singanamala,Tarikonda,SY-1187,14.820926,77.768816,7.46,Rainfed,Sandy Loam,Summer,2025,Sunflower,Sowing,
AP_ANP_00188_C1,Narasimha Rao,Anantapur,Anantapur Rural,Kakkalapalli,SY-1188,14.70295,77.648102,3.84,Rainfed,Black Soil,Kharif,2025,Paddy,Vegetative,
AP_ANP_00188_C2,Ravi Teja,Anantapur,Anantapur Rural,Kakkalapalli,SY-1188,14.698074,77.63044,4.84,Rainfed,Black Soil,Kharif,2025,Paddy,Vegetative,
AP_ANP_00188_C3,Bhavani S,Anantapur,Anantapur Rural,Kakkalapalli,SY-1188,14.692127,77.641563,3.96,Rainfed,Black Soil,Kharif,2025,Paddy,Vegetative,
AP_ANP_00188_C1,Narasimha Rao,Anantapur,Anantapur Rural,Kakkalapalli,SY-1188,14.709547,77.636783,3.63,Rainfed,Sandy Loam,Rabi,2025,Groundnut,Maturity,
AP_ANP_00188_C2,Ravi Teja,Anantapur,Anantapur Rural,Kakkalapalli,SY-1188,14.718129,77.618192,4.64,Rainfed,Sandy Loam,Rabi,2025,Groundnut,Maturity,
AP_ANP_00188_C3,Bhavani S,Anantapur,Anantapur Rural,Kakkalapalli,SY-1188,14.697414,77.622799,3.83,Rainfed,Sandy Loam,Rabi,2025,Groundnut,Maturity,
AP_ANP_00188_C1,Narasimha Rao,Anantapur,Anantapur Rural,Kakkalapalli,SY-1188,14.691748,77.647764,4.0,Borewell,Black Soil,Summer,2025,Vegetables,Maturity,
AP_ANP_00188_C2,Ravi Teja,Anantapur,Anantapur Rural,Kakkalapalli,SY-1188,14.717422,77.619134,3.77,Borewell,Black Soil,Summer,2025,Vegetables,Maturity,
AP_ANP_00188_C3,Bhavani S,Anantapur,Anantapur Rural,Kakkalapalli,SY-1188,14.716858,77.627796,4.45,Borewell,Black Soil,Summer,2025,Vegetables,Maturity,
AP_ANP_00189_C1,Anuradha V,Anantapur,Guntakal,Nakaladasanapalli,SY-1189,15.174515,77.380318,1.67,Borewell,Black Soil,Kharif,2025,Red Gram,Sowing,
AP_ANP_00189_C2,Narasimha Rao,Anantapur,Guntakal,Nakaladasanapalli,SY-1189,15.168224,77.376073,2.23,Borewell,Black Soil,Kharif,2025,Red Gram,Sowing,
AP_ANP_00189_C3,Ravi Teja,Anantapur,Guntakal,Nakaladasanapalli,SY-1189,15.162391,77.37524,2.09,Borewell,Black Soil,Kharif,2025,Red Gram,Sowing,
AP_ANP_00189_C1,Anuradha V,Anantapur,Guntakal,Nakaladasanapalli,SY-1189,15.16874,77.362991,1.64,Borewell,Red Sandy Loam,Rabi,2025,Maize,Flowering,
AP_ANP_00189_C2,Narasimha Rao,Anantapur,Guntakal,Nakaladasanapalli,SY-1189,15.154113,77.378484,1.9,Borewell,Red Sandy Loam,Rabi,2025,Maize,Flowering,
AP_ANP_00189_C3,Ravi Teja,Anantapur,Guntakal,Nakaladasanapalli,SY-1189,15.169419,77.363474,1.87,Borewell,Red Sandy Loam,Rabi,2025,Maize,Flowering,
AP_ANP_00189_C1,Anuradha V,Anantapur,Guntakal,Nakaladasanapalli,SY-1189,15.151982,77.392732,1.83,Rainfed,Sandy Loam,Summer,2025,Groundnut,Maturity,
AP_ANP_00189_C2,Narasimha Rao,Anantapur,Guntakal,Nakaladasanapalli,SY-1189,15.175369,77.364003,2.27,Rainfed,Sandy Loam,Summer,2025,Groundnut,Maturity,
AP_ANP_00189_C3,Ravi Teja,Anantapur,Guntakal,Nakaladasanapalli,SY-1189,15.170553,77.399026,1.93,Rainfed,Sandy Loam,Summer,2025,Groundnut,Maturity,
AP_ANP_00190_C1,Suresh Naidu,Anantapur,Beluguppa,Thogarakunta,SY-1190,14.691269,77.143257,5.47,Borewell,Clay Loam,Kharif,2025,Groundnut,Vegetative,
AP_ANP_00190_C2,Lakshmi Reddy,Anantapur,Beluguppa,Thogarakunta,SY-1190,14.680429,77.161581,4.74,Borewell,Clay Loam,Kharif,2025,Groundnut,Vegetative,
AP_ANP_00190_C3,Venkatesh Rao,Anantapur,Beluguppa,Thogarakunta,SY-1190,14.682344,77.163218,5.82,Borewell,Clay Loam,Kharif,2025,Groundnut,Vegetative,
AP_ANP_00190_C1,Suresh Naidu,Anantapur,Beluguppa,Thogarakunta,SY-1190,14.677431,77.151658,4.14,Rainfed,Black Soil,Rabi,2025,Sunflower,Vegetative,
AP_ANP_00190_C2,Lakshmi Reddy,Anantapur,Beluguppa,Thogarakunta,SY-1190,14.65589,77.161674,5.67,Rainfed,Black Soil,Rabi,2025,Sunflower,Vegetative,
AP_ANP_00190_C3,Venkatesh Rao,Anantapur,Beluguppa,Thogarakunta,SY-1190,14.656581,77.160586,4.91,Rainfed,Black Soil,Rabi,2025,Sunflower,Vegetative,
AP_ANP_00190_C1,Suresh Naidu,Anantapur,Beluguppa,Thogarakunta,SY-1190,14.663048,77.144557,4.26,Rainfed,Red Loamy,Summer,2025,Vegetables,Sowing,
AP_ANP_00190_C2,Lakshmi Reddy,Anantapur,Beluguppa,Thogarakunta,SY-1190,14.685508,77.150054,4.69,Rainfed,Red Loamy,Summer,2025,Vegetables,Sowing,
AP_ANP_00190_C3,Venkatesh Rao,Anantapur,Beluguppa,Thogarakunta,SY-1190,14.673795,77.146359,5.55,Rainfed,Red Loamy,Summer,2025,Vegetables,Sowing,
AP_ANP_00191_C1,Ramesh Kumar,Anantapur,Kanekal,Kanekal,SY-1191,14.799711,76.962826,1.41,Borewell,Clay Loam,Kharif,2025,Red Gram,Vegetative,
AP_ANP_00191_C2,Suresh Naidu,Anantapur,Kanekal,Kanekal,SY-1191,14.779072,76.978298,1.4,Borewell,Clay Loam,Kharif,2025,Red Gram,Vegetative,
AP_ANP_00191_C3,Lakshmi Reddy,Anantapur,Kanekal,Kanekal,SY-1191,14.792157,76.948676,1.17,Borewell,Clay Loam,Kharif,2025,Red Gram,Vegetative,
AP_ANP_00191_C1,Ramesh Kumar,Anantapur,Kanekal,Kanekal,SY-1191,14.781055,76.979556,1.41,Borewell,Clay Loam,Rabi,2025,Groundnut,Vegetative,
AP_ANP_00191_C2,Suresh Naidu,Anantapur,Kanekal,Kanekal,SY-1191,14.808234,76.955267,1.26,Borewell,Clay Loam,Rabi,2025,Groundnut,Vegetative,
AP_ANP_00191_C3,Lakshmi Reddy,Anantapur,Kanekal,Kanekal,SY-1191,14.808335,76.979978,1.55,Borewell,Clay Loam,Rabi,2025,Groundnut,Vegetative,
AP_ANP_00191_C1,Ramesh Kumar,Anantapur,Kanekal,Kanekal,SY-1191,14.815603,76.973377,1.56,Rainfed,Black Soil,Summer,2025,Maize,Vegetative,
AP_ANP_00191_C2,Suresh Naidu,Anantapur,Kanekal,Kanekal,SY-1191,14.805764,76.983199,1.44,Rainfed,Black Soil,Summer,2025,Maize,Vegetative,
AP_ANP_00191_C3,Lakshmi Reddy,Anantapur,Kanekal,Kanekal,SY-1191,14.80215,76.981073,1.6,Rainfed,Black Soil,Summer,2025,Maize,Vegetative,
AP_ANP_00192_C1,Subba Rao,Anantapur,D. Hirehal,Dodagatta,SY-1192,15.133148,76.914537,4.78,Rainfed,Black Soil,Kharif,2025,Paddy,Sowing,
AP_ANP_00192_C2,Ramesh Kumar,Anantapur,D. Hirehal,Dodagatta,SY-1192,15.162392,76.927919,5.58,Rainfed,Black Soil,Kharif,2025,Paddy,Sowing,
AP_ANP_00192_C3,Suresh Naidu,Anantapur,D. Hirehal,Dodagatta,SY-1192,15.152311,76.910096,4.47,Rainfed,Black Soil,Kharif,2025,Paddy,Sowing,
AP_ANP_00192_C1,Subba Rao,Anantapur,D. Hirehal,Dodagatta,SY-1192,15.128703,76.912005,4.39,Borewell,Red Sandy Loam,Rabi,2025,Sunflower,Flowering,
AP_ANP_00192_C2,Ramesh Kumar,Anantapur,D. Hirehal,Dodagatta,SY-1192,15.133278,76.934421,6.25,Borewell,Red Sandy Loam,Rabi,2025,Sunflower,Flowering,
AP_ANP_00192_C3,Suresh Naidu,Anantapur,D. Hirehal,Dodagatta,SY-1192,15.145643,76.916426,5.67,Borewell,Red Sandy Loam,Rabi,2025,Sunflower,Flowering,
AP_ANP_00192_C1,Subba Rao,Anantapur,D. Hirehal,Dodagatta,SY-1192,15.157642,76.913205,4.37,Borewell,Red Loamy,Summer,2025,Maize,Vegetative,
AP_ANP_00192_C2,Ramesh Kumar,Anantapur,D. Hirehal,Dodagatta,SY-1192,15.136748,76.934384,4.81,Borewell,Red Loamy,Summer,2025,Maize,Vegetative,
AP_ANP_00192_C3,Suresh Naidu,Anantapur,D. Hirehal,Dodagatta,SY-1192,15.130895,76.929007,6.11,Borewell,Red Loamy,Summer,2025,Maize,Vegetative,
AP_ANP_00193_C1,Vijayalakshmi,Anantapur,Kundurpi,B.Yaleru,SY-1193,14.315064,77.026546,2.54,Rainfed,Sandy Loam,Kharif,2025,Pearl Millet,Maturity,
AP_ANP_00193_C2,Subba Rao,Anantapur,Kundurpi,B.Yaleru,SY-1193,14.316608,77.013487,2.37,Rainfed,Sandy Loam,Kharif,2025,Pearl Millet,Maturity,
AP_ANP_00193_C3,Ramesh Kumar,Anantapur,Kundurpi,B.Yaleru,SY-1193,14.314466,77.029446,2.27,Rainfed,Sandy Loam,Kharif,2025,Pearl Millet,Maturity,
AP_ANP_00193_C1,Vijayalakshmi,Anantapur,Kundurpi,B.Yaleru,SY-1193,14.296043,77.03942,2.6,Rainfed,Red Loamy,Rabi,2025,Maize,Maturity,
AP_ANP_00193_C2,Subba Rao,Anantapur,Kundurpi,B.Yaleru,SY-1193,14.30656,77.023687,2.4,Rainfed,Red Loamy,Rabi,2025,Maize,Maturity,
AP_ANP_00193_C3,Ramesh Kumar,Anantapur,Kundurpi,B.Yaleru,SY-1193,14.304095,77.042068,2.39,Rainfed,Red Loamy,Rabi,2025,Maize,Maturity,
AP_ANP_00193_C1,Vijayalakshmi,Anantapur,Kundurpi,B.Yaleru,SY-1193,14.299365,77.012351,2.18,Rainfed,Red Loamy,Summer,2025,Maize,Vegetative,
AP_ANP_00193_C2,Subba Rao,Anantapur,Kundurpi,B.Yaleru,SY-1193,14.292832,77.008791,2.2,Rainfed,Red Loamy,Summer,2025,Maize,Vegetative,
AP_ANP_00193_C3,Ramesh Kumar,Anantapur,Kundurpi,B.Yaleru,SY-1193,14.317296,77.041311,2.66,Rainfed,Red Loamy,Summer,2025,Maize,Vegetative,
AP_ANP_00194_C1,Nagarjuna Reddy,Anantapur,Kanekal,Kanekal,SY-1194,14.830406,77.031141,3.33,Rainfed,Red Loamy,Kharif,2025,Groundnut,Vegetative,
AP_ANP_00194_C2,Vijayalakshmi,Anantapur,Kanekal,Kanekal,SY-1194,14.851396,76.997408,3.08,Rainfed,Red Loamy,Kharif,2025,Groundnut,Vegetative,
AP_ANP_00194_C3,Subba Rao,Anantapur,Kanekal,Kanekal,SY-1194,14.84035,77.009215,3.03,Rainfed,Red Loamy,Kharif,2025,Groundnut,Vegetative,
AP_ANP_00194_C1,Nagarjuna Reddy,Anantapur,Kanekal,Kanekal,SY-1194,14.851855,77.007487,2.89,Rainfed,Red Loamy,Rabi,2025,Bengal Gram,Maturity,
AP_ANP_00194_C2,Vijayalakshmi,Anantapur,Kanekal,Kanekal,SY-1194,14.834678,77.002122,2.59,Rainfed,Red Loamy,Rabi,2025,Bengal Gram,Maturity,
AP_ANP_00194_C3,Subba Rao,Anantapur,Kanekal,Kanekal,SY-1194,14.842714,76.995709,2.81,Rainfed,Red Loamy,Rabi,2025,Bengal Gram,Maturity,
AP_ANP_00194_C1,Nagarjuna Reddy,Anantapur,Kanekal,Kanekal,SY-1194,14.837565,77.016913,2.94,Rainfed,Clay Loam,Summer,2025,Groundnut,Sowing,
AP_ANP_00194_C2,Vijayalakshmi,Anantapur,Kanekal,Kanekal,SY-1194,14.866379,76.994286,3.38,Rainfed,Clay Loam,Summer,2025,Groundnut,Sowing,
AP_ANP_00194_C3,Subba Rao,Anantapur,Kanekal,Kanekal,SY-1194,14.846733,77.025756,2.79,Rainfed,Clay Loam,Summer,2025,Groundnut,Sowing,
AP_ANP_00195_C1,Venkat Ramaiah,Anantapur,Guntakal,Kasapuram,SY-1195,15.111629,77.359527,1.31,Borewell,Clay Loam,Kharif,2025,Groundnut,Maturity,
AP_ANP_00195_C2,Nagarjuna Reddy,Anantapur,Guntakal,Kasapuram,SY-1195,15.131748,77.386208,1.52,Borewell,Clay Loam,Kharif,2025,Groundnut,Maturity,
AP_ANP_00195_C3,Vijayalakshmi,Anantapur,Guntakal,Kasapuram,SY-1195,15.104446,77.394972,1.41,Borewell,Clay Loam,Kharif,2025,Groundnut,Maturity,
AP_ANP_00195_C1,Venkat Ramaiah,Anantapur,Guntakal,Kasapuram,SY-1195,15.137421,77.372944,1.56,Borewell,Black Soil,Rabi,2025,Maize,Sowing,
AP_ANP_00195_C2,Nagarjuna Reddy,Anantapur,Guntakal,Kasapuram,SY-1195,15.111696,77.363459,1.66,Borewell,Black Soil,Rabi,2025,Maize,Sowing,
AP_ANP_00195_C3,Vijayalakshmi,Anantapur,Guntakal,Kasapuram,SY-1195,15.113645,77.386384,1.3,Borewell,Black Soil,Rabi,2025,Maize,Sowing,
AP_ANP_00195_C1,Venkat Ramaiah,Anantapur,Guntakal,Kasapuram,SY-1195,15.123237,77.367464,1.53,Borewell,Clay Loam,Summer,2025,Maize,Flowering,
AP_ANP_00195_C2,Nagarjuna Reddy,Anantapur,Guntakal,Kasapuram,SY-1195,15.137437,77.382135,1.21,Borewell,Clay Loam,Summer,2025,Maize,Flowering,
AP_ANP_00195_C3,Vijayalakshmi,Anantapur,Guntakal,Kasapuram,SY-1195,15.128268,77.373726,1.33,Borewell,Clay Loam,Summer,2025,Maize,Flowering,
AP_ANP_00196_C1,Gopal Reddy,Anantapur,Kambadur,Ramagiri,SY-1196,14.324029,77.232803,7.04,Borewell,Red Loamy,Kharif,2025,Groundnut,Flowering,
AP_ANP_00196_C2,Venkat Ramaiah,Anantapur,Kambadur,Ramagiri,SY-1196,14.33063,77.249851,6.81,Borewell,Red Loamy,Kharif,2025,Groundnut,Flowering,
AP_ANP_00196_C3,Nagarjuna Reddy,Anantapur,Kambadur,Ramagiri,SY-1196,14.344087,77.262339,8.78,Borewell,Red Loamy,Kharif,2025,Groundnut,Flowering,
AP_ANP_00196_C1,Gopal Reddy,Anantapur,Kambadur,Ramagiri,SY-1196,14.317012,77.234559,7.35,Borewell,Sandy Loam,Rabi,2025,Sorghum,Sowing,
AP_ANP_00196_C2,Venkat Ramaiah,Anantapur,Kambadur,Ramagiri,SY-1196,14.313008,77.251062,8.47,Borewell,Sandy Loam,Rabi,2025,Sorghum,Sowing,
AP_ANP_00196_C3,Nagarjuna Reddy,Anantapur,Kambadur,Ramagiri,SY-1196,14.320724,77.261218,6.14,Borewell,Sandy Loam,Rabi,2025,Sorghum,Sowing,
AP_ANP_00196_C1,Gopal Reddy,Anantapur,Kambadur,Ramagiri,SY-1196,14.334202,77.26491,7.8,Rainfed,Black Soil,Summer,2025,Groundnut,Sowing,
AP_ANP_00196_C2,Venkat Ramaiah,Anantapur,Kambadur,Ramagiri,SY-1196,14.339878,77.255632,6.51,Rainfed,Black Soil,Summer,2025,Groundnut,Sowing,
AP_ANP_00196_C3,Nagarjuna Reddy,Anantapur,Kambadur,Ramagiri,SY-1196,14.316183,77.255148,8.35,Rainfed,Black Soil,Summer,2025,Groundnut,Sowing,
AP_ANP_00197_C1,Bhavani S,Anantapur,Uravakonda,Uravakonda,SY-1197,14.951962,77.273616,3.68,Borewell,Red Loamy,Kharif,2025,Foxtail Millet,Sowing,
AP_ANP_00197_C2,Gopal Reddy,Anantapur,Uravakonda,Uravakonda,SY-1197,14.935666,77.290262,4.35,Borewell,Red Loamy,Kharif,2025,Foxtail Millet,Sowing,
AP_ANP_00197_C3,Venkat Ramaiah,Anantapur,Uravakonda,Uravakonda,SY-1197,14.962057,77.294408,3.78,Borewell,Red Loamy,Kharif,2025,Foxtail Millet,Sowing,
AP_ANP_00197_C1,Bhavani S,Anantapur,Uravakonda,Uravakonda,SY-1197,14.947096,77.263206,4.59,Rainfed,Clay Loam,Rabi,2025,Sorghum,Maturity,
AP_ANP_00197_C2,Gopal Reddy,Anantapur,Uravakonda,Uravakonda,SY-1197,14.94998,77.296682,4.72,Rainfed,Clay Loam,Rabi,2025,Sorghum,Maturity,
AP_ANP_00197_C3,Venkat Ramaiah,Anantapur,Uravakonda,Uravakonda,SY-1197,14.931981,77.290924,4.43,Rainfed,Clay Loam,Rabi,2025,Sorghum,Maturity,
AP_ANP_00197_C1,Bhavani S,Anantapur,Uravakonda,Uravakonda,SY-1197,14.939046,77.272063,3.45,Rainfed,Red Loamy,Summer,2025,Groundnut,Maturity,
AP_ANP_00197_C2,Gopal Reddy,Anantapur,Uravakonda,Uravakonda,SY-1197,14.958153,77.291896,4.18,Rainfed,Red Loamy,Summer,2025,Groundnut,Maturity,
AP_ANP_00197_C3,Venkat Ramaiah,Anantapur,Uravakonda,Uravakonda,SY-1197,14.944469,77.265644,4.4,Rainfed,Red Loamy,Summer,2025,Groundnut,Maturity,
AP_ANP_00198_C1,Ravi Teja,Anantapur,Singanamala,Singanamala,SY-1198,14.821693,77.689725,1.62,Borewell,Red Loamy,Kharif,2025,Paddy,Maturity,
AP_ANP_00198_C2,Bhavani S,Anantapur,Singanamala,Singanamala,SY-1198,14.812572,77.715385,2.0,Borewell,Red Loamy,Kharif,2025,Paddy,Maturity,
AP_ANP_00198_C3,Gopal Reddy,Anantapur,Singanamala,Singanamala,SY-1198,14.79861,77.716074,1.69,Borewell,Red Loamy,Kharif,2025,Paddy,Maturity,
AP_ANP_00198_C1,Ravi Teja,Anantapur,Singanamala,Singanamala,SY-1198,14.828925,77.691172,2.02,Borewell,Black Soil,Rabi,2025,Bengal Gram,Vegetative,
AP_ANP_00198_C2,Bhavani S,Anantapur,Singanamala,Singanamala,SY-1198,14.809992,77.684797,1.75,Borewell,Black Soil,Rabi,2025,Bengal Gram,Vegetative,
AP_ANP_00198_C3,Gopal Reddy,Anantapur,Singanamala,Singanamala,SY-1198,14.819759,77.709993,1.64,Borewell,Black Soil,Rabi,2025,Bengal Gram,Vegetative,
AP_ANP_00198_C1,Ravi Teja,Anantapur,Singanamala,Singanamala,SY-1198,14.81102,77.682641,1.67,Borewell,Clay Loam,Summer,2025,Vegetables,Sowing,
AP_ANP_00198_C2,Bhavani S,Anantapur,Singanamala,Singanamala,SY-1198,14.812251,77.720604,1.53,Borewell,Clay Loam,Summer,2025,Vegetables,Sowing,
AP_ANP_00198_C3,Gopal Reddy,Anantapur,Singanamala,Singanamala,SY-1198,14.798055,77.695091,2.05,Borewell,Clay Loam,Summer,2025,Vegetables,Sowing,
AP_ANP_00199_C1,Narasimha Rao,Anantapur,Gooty,Mamiduru,SY-1199,15.128238,77.62547,7.42,Borewell,Clay Loam,Kharif,2025,Pearl Millet,Vegetative,
AP_ANP_00199_C2,Ravi Teja,Anantapur,Gooty,Mamiduru,SY-1199,15.122615,77.601,7.37,Borewell,Clay Loam,Kharif,2025,Pearl Millet,Vegetative,
AP_ANP_00199_C3,Bhavani S,Anantapur,Gooty,Mamiduru,SY-1199,15.096863,77.629509,8.92,Borewell,Clay Loam,Kharif,2025,Pearl Millet,Vegetative,
AP_ANP_00199_C1,Narasimha Rao,Anantapur,Gooty,Mamiduru,SY-1199,15.108707,77.617293,8.73,Rainfed,Clay Loam,Rabi,2025,Maize,Maturity,
AP_ANP_00199_C2,Ravi Teja,Anantapur,Gooty,Mamiduru,SY-1199,15.126454,77.600727,8.56,Rainfed,Clay Loam,Rabi,2025,Maize,Maturity,
AP_ANP_00199_C3,Bhavani S,Anantapur,Gooty,Mamiduru,SY-1199,15.126868,77.603906,8.51,Rainfed,Clay Loam,Rabi,2025,Maize,Maturity,
AP_ANP_00199_C1,Narasimha Rao,Anantapur,Gooty,Mamiduru,SY-1199,15.103514,77.621725,6.15,Rainfed,Clay Loam,Summer,2025,Sunflower,Sowing,
AP_ANP_00199_C2,Ravi Teja,Anantapur,Gooty,Mamiduru,SY-1199,15.107953,77.607808,8.4,Rainfed,Clay Loam,Summer,2025,Sunflower,Sowing,
AP_ANP_00199_C3,Bhavani S,Anantapur,Gooty,Mamiduru,SY-1199,15.123785,77.598267,7.89,Rainfed,Clay Loam,Summer,2025,Sunflower,Sowing,
AP_ANP_00200_C1,Anuradha V,Anantapur,Beluguppa,Beluguppa,SY-1200,14.672914,77.160343,1.36,Rainfed,Sandy Loam,Kharif,2025,Red Gram,Vegetative,
AP_ANP_00200_C2,Narasimha Rao,Anantapur,Beluguppa,Beluguppa,SY-1200,14.668657,77.178304,1.23,Rainfed,Sandy Loam,Kharif,2025,Red Gram,Vegetative,
AP_ANP_00200_C3,Ravi Teja,Anantapur,Beluguppa,Beluguppa,SY-1200,14.663627,77.159929,1.25,Rainfed,Sandy Loam,Kharif,2025,Red Gram,Vegetative,
AP_ANP_00200_C1,Anuradha V,Anantapur,Beluguppa,Beluguppa,SY-1200,14.668784,77.152214,1.16,Rainfed,Red Loamy,Rabi,2025,Sorghum,Vegetative,
AP_ANP_00200_C2,Narasimha Rao,Anantapur,Beluguppa,Beluguppa,SY-1200,14.665602,77.169618,1.52,Rainfed,Red Loamy,Rabi,2025,Sorghum,Vegetative,
AP_ANP_00200_C3,Ravi Teja,Anantapur,Beluguppa,Beluguppa,SY-1200,14.678917,77.161672,1.48,Rainfed,Red Loamy,Rabi,2025,Sorghum,Vegetative,
AP_ANP_00200_C1,Anuradha V,Anantapur,Beluguppa,Beluguppa,SY-1200,14.67005,77.15984,1.12,Rainfed,Red Loamy,Summer,2025,Groundnut,Flowering,
AP_ANP_00200_C2,Narasimha Rao,Anantapur,Beluguppa,Beluguppa,SY-1200,14.673744,77.156625,1.3,Rainfed,Red Loamy,Summer,2025,Groundnut,Flowering,
AP_ANP_00200_C3,Ravi Teja,Anantapur,Beluguppa,Beluguppa,SY-1200,14.664794,77.169005,1.56,Rainfed,Red Loamy,Summer,2025,Groundnut,Flowering,
AP_ANP_00201_C1,Krishna Murthy,Anantapur,Anantapur Urban,Anantapur City,SY-1201,14.721182,77.633515,2.71,Rainfed,Clay Loam,Kharif,2025,Paddy,Vegetative,
AP_ANP_00201_C2,Anuradha V,Anantapur,Anantapur Urban,Anantapur City,SY-1201,14.701967,77.60798,2.37,Rainfed,Clay Loam,Kharif,2025,Paddy,Vegetative,
AP_ANP_00201_C3,Narasimha Rao,Anantapur,Anantapur Urban,Anantapur City,SY-1201,14.72412,77.621072,2.81,Rainfed,Clay Loam,Kharif,2025,Paddy,Vegetative,
AP_ANP_00201_C1,Krishna Murthy,Anantapur,Anantapur Urban,Anantapur City,SY-1201,14.724943,77.638436,2.92,Rainfed,Red Sandy Loam,Rabi,2025,Maize,Maturity,
AP_ANP_00201_C2,Anuradha V,Anantapur,Anantapur Urban,Anantapur City,SY-1201,14.727728,77.632163,2.36,Rainfed,Red Sandy Loam,Rabi,2025,Maize,Maturity,
AP_ANP_00201_C3,Narasimha Rao,Anantapur,Anantapur Urban,Anantapur City,SY-1201,14.719361,77.612385,2.43,Rainfed,Red Sandy Loam,Rabi,2025,Maize,Maturity,
